Time_PST,Month,Correction
14540,8,0.8611808853011613
14540,9,0.7471085754681379
14540,10,0.6692489128209709
14540,11,0.5456493380809879
14540,12,-0.2839952381688464
14550,1,0.21415105622697528
14550,2,0.2984208303541198
14550,3,0.15795248361041603
14550,4,0.8050520272515007
14550,5,0.6657207338636015
14550,6,0.8816733859266828
14550,7,0.7878896135250537
14550,8,0.8608944160536716
14550,9,0.7477536157843279
14550,10,0.6695183264077458
14550,11,0.5453823436152605
14550,12,-0.28078978633397345
14560,1,0.21415105622697528
14560,2,0.2984208303541198
14560,3,0.15795248361041603
14560,4,0.8050520272515007
14560,5,0.6657207338636015
14560,6,0.8816733859266828
14560,7,0.7878896135250537
14560,8,0.8608944160536716
14560,9,0.7477536157843279
14560,10,0.6695183264077458
14560,11,0.5453823436152605
14560,12,-0.28078978633397345
14570,1,0.21415105622697528
14570,2,0.2984208303541198
14570,3,0.15795248361041603
14570,4,0.8050520272515007
14570,5,0.6657207338636015
14570,6,0.8816733859266828
14570,7,0.7878896135250537
14570,8,0.8608944160536716
14570,9,0.7477536157843279
14570,10,0.6695183264077458
14570,11,0.5453823436152605
14570,12,-0.28078978633397345
14580,1,0.21415105622697528
14580,2,0.2984208303541198
14580,3,0.15795248361041603
14580,4,0.8050520272515007
14580,5,0.6657207338636015
14580,6,0.8816733859266828
14580,7,0.7878896135250537
14580,8,0.8608944160536716
14580,9,0.7477536157843279
14580,10,0.6695183264077458
14580,11,0.5453823436152605
14580,12,-0.28078978633397345
14590,1,0.21415105622697528
14590,2,0.2984208303541198
14590,3,0.15795248361041603
14590,4,0.8050520272515007
14590,5,0.6657207338636015
14590,6,0.8816733859266828
14590,7,0.7878896135250537
14590,8,0.8608944160536716
14590,9,0.7477536157843279
14590,10,0.6695183264077458
14590,11,0.5453823436152605
14590,12,-0.28078978633397345
14600,1,0.21415105622697528
14600,2,0.2984208303541198
14600,3,0.15795248361041603
14600,4,0.8050520272515007
14600,5,0.6657207338636015
14600,6,0.8816733859266828
14600,7,0.7878896135250537
14600,8,0.8608944160536716
14600,9,0.7477536157843279
14600,10,0.6695183264077458
14600,11,0.5453823436152605
14600,12,-0.28078978633397345
14610,1,0.2147870608988134
14610,2,0.2984883287507252
14610,3,0.160006511048008
14610,4,0.8048859170824625
14610,5,0.6659658079999689
14610,6,0.8821294686853065
14610,7,0.7879805700324045
14610,8,0.8606077423559482
14610,9,0.7483983673102177
14610,10,0.6697875113307039
14610,11,0.5451152251402058
14610,12,-0.2775846397552062
14620,1,0.2147870608988134
14620,2,0.2984883287507252
14620,3,0.160006511048008
14620,4,0.8048859170824625
14620,5,0.6659658079999689
14620,6,0.8821294686853065
14620,7,0.7879805700324045
14620,8,0.8606077423559482
14620,9,0.7483983673102177
14620,10,0.6697875113307039
14620,11,0.5451152251402058
14620,12,-0.2775846397552062
14630,1,0.2147870608988134
14630,2,0.2984883287507252
14630,3,0.160006511048008
14630,4,0.8048859170824625
14630,5,0.6659658079999689
14630,6,0.8821294686853065
14630,7,0.7879805700324045
14630,8,0.8606077423559482
14630,9,0.7483983673102177
14630,10,0.6697875113307039
14630,11,0.5451152251402058
14630,12,-0.2775846397552062
14640,1,0.2147870608988134
14640,2,0.2984883287507252
14640,3,0.160006511048008
14640,4,0.8048859170824625
14640,5,0.6659658079999689
14640,6,0.8821294686853065
14640,7,0.7879805700324045
14640,8,0.8606077423559482
14640,9,0.7483983673102177
14640,10,0.6697875113307039
14640,11,0.5451152251402058
14640,12,-0.2775846397552062
14650,1,0.2147870608988134
14650,2,0.2984883287507252
14650,3,0.160006511048008
14650,4,0.8048859170824625
14650,5,0.6659658079999689
14650,6,0.8821294686853065
14650,7,0.7879805700324045
14650,8,0.8606077423559482
14650,9,0.7483983673102177
14650,10,0.6697875113307039
14650,11,0.5451152251402058
14650,12,-0.2775846397552062
14660,1,0.21542288604250448
14660,2,0.2985557261891634
14660,3,0.16206016784473976
14660,4,0.8047195350851246
14660,5,0.6662106049264231
14660,6,0.882585145787742
14660,7,0.7880712129884264
14660,8,0.8603207960579153
14660,9,0.7490427337823737
14660,10,0.6700563913685726
14660,11,0.5448479413193807
14660,12,-0.2743799001845826
14670,1,0.21542288604250448
14670,2,0.2985557261891634
14670,3,0.16206016784473976
14670,4,0.8047195350851246
14670,5,0.6662106049264231
14670,6,0.882585145787742
14670,7,0.7880712129884264
14670,8,0.8603207960579153
14670,9,0.7490427337823737
14670,10,0.6700563913685726
14670,11,0.5448479413193807
14670,12,-0.2743799001845826
14680,1,0.21542288604250448
14680,2,0.2985557261891634
14680,3,0.16206016784473976
14680,4,0.8047195350851246
14680,5,0.6662106049264231
14680,6,0.882585145787742
14680,7,0.7880712129884264
14680,8,0.8603207960579153
14680,9,0.7490427337823737
14680,10,0.6700563913685726
14680,11,0.5448479413193807
14680,12,-0.2743799001845826
14690,1,0.21542288604250448
14690,2,0.2985557261891634
14690,3,0.16206016784473976
14690,4,0.8047195350851246
14690,5,0.6662106049264231
14690,6,0.882585145787742
14690,7,0.7880712129884264
14690,8,0.8603207960579153
14690,9,0.7490427337823737
14690,10,0.6700563913685726
14690,11,0.5448479413193807
14690,12,-0.2743799001845826
14700,1,0.21542288604250448
14700,2,0.2985557261891634
14700,3,0.16206016784473976
14700,4,0.8047195350851246
14700,5,0.6662106049264231
14700,6,0.882585145787742
14700,7,0.7880712129884264
14700,8,0.8603207960579153
14700,9,0.7490427337823737
14700,10,0.6700563913685726
14700,11,0.5448479413193807
14700,12,-0.2743799001845826
14710,1,0.21542288604250448
14710,2,0.2985557261891634
14710,3,0.16206016784473976
14710,4,0.8047195350851246
14710,5,0.6662106049264231
14710,6,0.882585145787742
14710,7,0.7880712129884264
14710,8,0.8603207960579153
14710,9,0.7490427337823737
14710,10,0.6700563913685726
14710,11,0.5448479413193807
14710,12,-0.2743799001845826
14720,1,0.2160584867760038
14720,2,0.2986229974298906
14720,3,0.16411336134039445
14720,4,0.8045528133024127
14720,5,0.6664550553404871
14720,6,0.8830403158199425
14720,7,0.7881614640052872
14720,8,0.8600335090094955
14720,9,0.7496866189373623
14720,10,0.6703248903000798
14720,11,0.5445804508163425
14720,12,-0.2711756693741325
14730,1,0.2160584867760038
14730,2,0.2986229974298906
14730,3,0.16411336134039445
14730,4,0.8045528133024127
14730,5,0.6664550553404871
14730,6,0.8830403158199425
14730,7,0.7881614640052872
14730,8,0.8600335090094955
14730,9,0.7496866189373623
14730,10,0.6703248903000798
14730,11,0.5445804508163425
14730,12,-0.2711756693741325
14740,1,0.2160584867760038
14740,2,0.2986229974298906
14740,3,0.16411336134039445
14740,4,0.8045528133024127
14740,5,0.6664550553404871
14740,6,0.8830403158199425
14740,7,0.7881614640052872
14740,8,0.8600335090094955
14740,9,0.7496866189373623
14740,10,0.6703248903000798
14740,11,0.5445804508163425
14740,12,-0.2711756693741325
14750,1,0.2160584867760038
14750,2,0.2986229974298906
14750,3,0.16411336134039445
14750,4,0.8045528133024127
14750,5,0.6664550553404871
14750,6,0.8830403158199425
14750,7,0.7881614640052872
14750,8,0.8600335090094955
14750,9,0.7496866189373623
14750,10,0.6703248903000798
14750,11,0.5445804508163425
14750,12,-0.2711756693741325
14760,1,0.2160584867760038
14760,2,0.2986229974298906
14760,3,0.16411336134039445
14760,4,0.8045528133024127
14760,5,0.6664550553404871
14760,6,0.8830403158199425
14760,7,0.7881614640052872
14760,8,0.8600335090094955
14760,9,0.7496866189373623
14760,10,0.6703248903000798
14760,11,0.5445804508163425
14760,12,-0.2711756693741325
14770,1,0.2160584867760038
14770,2,0.2986229974298906
14770,3,0.16411336134039445
14770,4,0.8045528133024127
14770,5,0.6664550553404871
14770,6,0.8830403158199425
14770,7,0.7881614640052872
14770,8,0.8600335090094955
14770,9,0.7496866189373623
14770,10,0.6703248903000798
14770,11,0.5445804508163425
14770,12,-0.2711756693741325
14780,1,0.21669381821727907
14780,2,0.2986901172333658
14780,3,0.16616599887475658
14780,4,0.804385683777251
14780,5,0.6666990899396816
14780,6,0.8834948773678617
14780,7,0.7882512446951582
14780,8,0.859745813060611
14780,9,0.7503299265117516
14780,10,0.670592931903953
14780,11,0.544312712294649
14780,12,-0.26797204907589567
14790,1,0.21669381821727907
14790,2,0.2986901172333658
14790,3,0.16616599887475658
14790,4,0.804385683777251
14790,5,0.6666990899396816
14790,6,0.8834948773678617
14790,7,0.7882512446951582
14790,8,0.859745813060611
14790,9,0.7503299265117516
14790,10,0.670592931903953
14790,11,0.544312712294649
14790,12,-0.26797204907589567
14800,1,0.21669381821727907
14800,2,0.2986901172333658
14800,3,0.16616599887475658
14800,4,0.804385683777251
14800,5,0.6666990899396816
14800,6,0.8834948773678617
14800,7,0.7882512446951582
14800,8,0.859745813060611
14800,9,0.7503299265117516
14800,10,0.670592931903953
14800,11,0.544312712294649
14800,12,-0.26797204907589567
14810,1,0.21669381821727907
14810,2,0.2986901172333658
14810,3,0.16616599887475658
14810,4,0.804385683777251
14810,5,0.6666990899396816
14810,6,0.8834948773678617
14810,7,0.7882512446951582
14810,8,0.859745813060611
14810,9,0.7503299265117516
14810,10,0.670592931903953
14810,11,0.544312712294649
14810,12,-0.26797204907589567
14820,1,0.21669381821727907
14820,2,0.2986901172333658
14820,3,0.16616599887475658
14820,4,0.804385683777251
14820,5,0.6666990899396816
14820,6,0.8834948773678617
14820,7,0.7882512446951582
14820,8,0.859745813060611
14820,9,0.7503299265117516
14820,10,0.670592931903953
14820,11,0.544312712294649
14820,12,-0.26797204907589567
14830,1,0.21669381821727907
14830,2,0.2986901172333658
14830,3,0.16616599887475658
14830,4,0.804385683777251
14830,5,0.6666990899396816
14830,6,0.8834948773678617
14830,7,0.7882512446951582
14830,8,0.859745813060611
14830,9,0.7503299265117516
14830,10,0.670592931903953
14830,11,0.544312712294649
14830,12,-0.26797204907589567
14840,1,0.21732883548429083
14840,2,0.2987570603600469
14840,3,0.16821798778761332
14840,4,0.8042180785525657
14840,5,0.6669426394215285
14840,6,0.8839487290174501
14840,7,0.7883404766702018
14840,8,0.8594576400611835
14840,9,0.7509725602421042
14840,10,0.67086043995892
14840,11,0.5440446844178581
14840,12,-0.2647691410419055
14850,1,0.21732883548429083
14850,2,0.2987570603600469
14850,3,0.16821798778761332
14850,4,0.8042180785525657
14850,5,0.6669426394215285
14850,6,0.8839487290174501
14850,7,0.7883404766702018
14850,8,0.8594576400611835
14850,9,0.7509725602421042
14850,10,0.67086043995892
14850,11,0.5440446844178581
14850,12,-0.2647691410419055
14860,1,0.21732883548429083
14860,2,0.2987570603600469
14860,3,0.16821798778761332
14860,4,0.8042180785525657
14860,5,0.6669426394215285
14860,6,0.8839487290174501
14860,7,0.7883404766702018
14860,8,0.8594576400611835
14860,9,0.7509725602421042
14860,10,0.67086043995892
14860,11,0.5440446844178581
14860,12,-0.2647691410419055
14870,1,0.21732883548429083
14870,2,0.2987570603600469
14870,3,0.16821798778761332
14870,4,0.8042180785525657
14870,5,0.6669426394215285
14870,6,0.8839487290174501
14870,7,0.7883404766702018
14870,8,0.8594576400611835
14870,9,0.7509725602421042
14870,10,0.67086043995892
14870,11,0.5440446844178581
14870,12,-0.2647691410419055
14880,1,0.21732883548429083
14880,2,0.2987570603600469
14880,3,0.16821798778761332
14880,4,0.8042180785525657
14880,5,0.6669426394215285
14880,6,0.8839487290174501
14880,7,0.7883404766702018
14880,8,0.8594576400611835
14880,9,0.7509725602421042
14880,10,0.67086043995892
14880,11,0.5440446844178581
14880,12,-0.2647691410419055
14890,1,0.21732883548429083
14890,2,0.2987570603600469
14890,3,0.16821798778761332
14890,4,0.8042180785525657
14890,5,0.6669426394215285
14890,6,0.8839487290174501
14890,7,0.7883404766702018
14890,8,0.8594576400611835
14890,9,0.7509725602421042
14890,10,0.67086043995892
14890,11,0.5440446844178581
14890,12,-0.2647691410419055
14900,1,0.21796349369500323
14900,2,0.2988238015703928
14900,3,0.17026923541874694
14900,4,0.8040499296712804
14900,5,0.6671856344835507
14900,6,0.8844017693546635
14900,7,0.7884290815425903
14900,8,0.8591689218611371
14900,9,0.7516144238649884
14900,10,0.6711273382437088
14900,11,0.5437763258495265
14900,12,-0.2615670470241973
14910,1,0.21796349369500323
14910,2,0.2988238015703928
14910,3,0.17026923541874694
14910,4,0.8040499296712804
14910,5,0.6671856344835507
14910,6,0.8844017693546635
14910,7,0.7884290815425903
14910,8,0.8591689218611371
14910,9,0.7516144238649884
14910,10,0.6711273382437088
14910,11,0.5437763258495265
14910,12,-0.2615670470241973
14920,1,0.21796349369500323
14920,2,0.2988238015703928
14920,3,0.17026923541874694
14920,4,0.8040499296712804
14920,5,0.6671856344835507
14920,6,0.8844017693546635
14920,7,0.7884290815425903
14920,8,0.8591689218611371
14920,9,0.7516144238649884
14920,10,0.6711273382437088
14920,11,0.5437763258495265
14920,12,-0.2615670470241973
14930,1,0.21796349369500323
14930,2,0.2988238015703928
14930,3,0.17026923541874694
14930,4,0.8040499296712804
14930,5,0.6671856344835507
14930,6,0.8844017693546635
14930,7,0.7884290815425903
14930,8,0.8591689218611371
14930,9,0.7516144238649884
14930,10,0.6711273382437088
14930,11,0.5437763258495265
14930,12,-0.2615670470241973
14940,1,0.21796349369500323
14940,2,0.2988238015703928
14940,3,0.17026923541874694
14940,4,0.8040499296712804
14940,5,0.6671856344835507
14940,6,0.8844017693546635
14940,7,0.7884290815425903
14940,8,0.8591689218611371
14940,9,0.7516144238649884
14940,10,0.6711273382437088
14940,11,0.5437763258495265
14940,12,-0.2615670470241973
14950,1,0.2185977479673733
14950,2,0.2988903156248579
14950,3,0.1723196491079424
14950,4,0.8038811691763215
14950,5,0.6674280058232689
14950,6,0.8848538969654527
14950,7,0.7885169809244914
14950,8,0.8588795903103943
14950,9,0.752255421116975
14950,10,0.6713935505370465
14950,11,0.5435075952532122
14950,12,-0.25836586877480716
14960,1,0.2185977479673733
14960,2,0.2988903156248579
14960,3,0.1723196491079424
14960,4,0.8038811691763215
14960,5,0.6674280058232689
14960,6,0.8848538969654527
14960,7,0.7885169809244914
14960,8,0.8588795903103943
14960,9,0.752255421116975
14960,10,0.6713935505370465
14960,11,0.5435075952532122
14960,12,-0.25836586877480716
14970,1,0.2185977479673733
14970,2,0.2988903156248579
14970,3,0.1723196491079424
14970,4,0.8038811691763215
14970,5,0.6674280058232689
14970,6,0.8848538969654527
14970,7,0.7885169809244914
14970,8,0.8588795903103943
14970,9,0.752255421116975
14970,10,0.6713935505370465
14970,11,0.5435075952532122
14970,12,-0.25836586877480716
14980,1,0.2185977479673733
14980,2,0.2988903156248579
14980,3,0.1723196491079424
14980,4,0.8038811691763215
14980,5,0.6674280058232689
14980,6,0.8848538969654527
14980,7,0.7885169809244914
14980,8,0.8588795903103943
14980,9,0.752255421116975
14980,10,0.6713935505370465
14980,11,0.5435075952532122
14980,12,-0.25836586877480716
14990,1,0.2185977479673733
14990,2,0.2988903156248579
14990,3,0.1723196491079424
14990,4,0.8038811691763215
14990,5,0.6674280058232689
14990,6,0.8848538969654527
14990,7,0.7885169809244914
14990,8,0.8588795903103943
14990,9,0.752255421116975
14990,10,0.6713935505370465
14990,11,0.5435075952532122
14990,12,-0.25836586877480716
15000,1,0.2185977479673733
15000,2,0.2988903156248579
15000,3,0.1723196491079424
15000,4,0.8038811691763215
15000,5,0.6674280058232689
15000,6,0.8848538969654527
15000,7,0.7885169809244914
15000,8,0.8588795903103943
15000,9,0.752255421116975
15000,10,0.6713935505370465
15000,11,0.5435075952532122
15000,12,-0.25836586877480716
15010,1,0.21923155341937228
15010,2,0.29895657728390557
15010,3,0.17436913619498506
15010,4,0.8037117291106137
15010,5,0.667669684138205
15010,6,0.8853050104357729
15010,7,0.7886040964280694
15010,8,0.8585895772588765
15010,9,0.7528954557346248
15010,10,0.6716590006176608
15010,11,0.5432384512924717
15010,12,-0.2551657080457721
15020,1,0.21923155341937228
15020,2,0.29895657728390557
15020,3,0.17436913619498506
15020,4,0.8037117291106137
15020,5,0.667669684138205
15020,6,0.8853050104357729
15020,7,0.7886040964280694
15020,8,0.8585895772588765
15020,9,0.7528954557346248
15020,10,0.6716590006176608
15020,11,0.5432384512924717
15020,12,-0.2551657080457721
15030,1,0.21923155341937228
15030,2,0.29895657728390557
15030,3,0.17436913619498506
15030,4,0.8037117291106137
15030,5,0.667669684138205
15030,6,0.8853050104357729
15030,7,0.7886040964280694
15030,8,0.8585895772588765
15030,9,0.7528954557346248
15030,10,0.6716590006176608
15030,11,0.5432384512924717
15030,12,-0.2551657080457721
15040,1,0.21923155341937228
15040,2,0.29895657728390557
15040,3,0.17436913619498506
15040,4,0.8037117291106137
15040,5,0.667669684138205
15040,6,0.8853050104357729
15040,7,0.7886040964280694
15040,8,0.8585895772588765
15040,9,0.7528954557346248
15040,10,0.6716590006176608
15040,11,0.5432384512924717
15040,12,-0.2551657080457721
15050,1,0.21923155341937228
15050,2,0.29895657728390557
15050,3,0.17436913619498506
15050,4,0.8037117291106137
15050,5,0.667669684138205
15050,6,0.8853050104357729
15050,7,0.7886040964280694
15050,8,0.8585895772588765
15050,9,0.7528954557346248
15050,10,0.6716590006176608
15050,11,0.5432384512924717
15050,12,-0.2551657080457721
15060,1,0.21923155341937228
15060,2,0.29895657728390557
15060,3,0.17436913619498506
15060,4,0.8037117291106137
15060,5,0.667669684138205
15060,6,0.8853050104357729
15060,7,0.7886040964280694
15060,8,0.8585895772588765
15060,9,0.7528954557346248
15060,10,0.6716590006176608
15060,11,0.5432384512924717
15060,12,-0.2551657080457721
15070,1,0.21986486516895543
15070,2,0.2990225613079911
15070,3,0.1764176040196599
15070,4,0.8035415415170819
15070,5,0.6679106001258819
15070,6,0.8857550083515751
15070,7,0.7886903496654964
15070,8,0.8582988145565063
15070,9,0.753534431454506
15070,10,0.67192361226428
15070,11,0.5429688526308631
15070,12,-0.25196666658912203
15080,1,0.21986486516895543
15080,2,0.2990225613079911
15080,3,0.1764176040196599
15080,4,0.8035415415170819
15080,5,0.6679106001258819
15080,6,0.8857550083515751
15080,7,0.7886903496654964
15080,8,0.8582988145565063
15080,9,0.753534431454506
15080,10,0.67192361226428
15080,11,0.5429688526308631
15080,12,-0.25196666658912203
15090,1,0.21986486516895543
15090,2,0.2990225613079911
15090,3,0.1764176040196599
15090,4,0.8035415415170819
15090,5,0.6679106001258819
15090,6,0.8857550083515751
15090,7,0.7886903496654964
15090,8,0.8582988145565063
15090,9,0.753534431454506
15090,10,0.67192361226428
15090,11,0.5429688526308631
15090,12,-0.25196666658912203
15100,1,0.21986486516895543
15100,2,0.2990225613079911
15100,3,0.1764176040196599
15100,4,0.8035415415170819
15100,5,0.6679106001258819
15100,6,0.8857550083515751
15100,7,0.7886903496654964
15100,8,0.8582988145565063
15100,9,0.753534431454506
15100,10,0.67192361226428
15100,11,0.5429688526308631
15100,12,-0.25196666658912203
15110,1,0.21986486516895543
15110,2,0.2990225613079911
15110,3,0.1764176040196599
15110,4,0.8035415415170819
15110,5,0.6679106001258819
15110,6,0.8857550083515751
15110,7,0.7886903496654964
15110,8,0.8582988145565063
15110,9,0.753534431454506
15110,10,0.67192361226428
15110,11,0.5429688526308631
15110,12,-0.25196666658912203
15120,1,0.21986486516895543
15120,2,0.2990225613079911
15120,3,0.1764176040196599
15120,4,0.8035415415170819
15120,5,0.6679106001258819
15120,6,0.8857550083515751
15120,7,0.7886903496654964
15120,8,0.8582988145565063
15120,9,0.753534431454506
15120,10,0.67192361226428
15120,11,0.5429688526308631
15120,12,-0.25196666658912203
15130,1,0.22049763833408687
15130,2,0.2990882424575707
15130,3,0.1784649599217505
15130,4,0.8033705384386516
15130,5,0.6681506844838199
15130,6,0.8862037892988126
15130,7,0.7887756622489359
15130,8,0.8580072340532068
15130,9,0.7541722520131868
15130,10,0.6721873092556312
15130,11,0.5426987579319447
15130,12,-0.24876884615689665
15140,1,0.22049763833408687
15140,2,0.2990882424575707
15140,3,0.1784649599217505
15140,4,0.8033705384386516
15140,5,0.6681506844838199
15140,6,0.8862037892988126
15140,7,0.7887756622489359
15140,8,0.8580072340532068
15140,9,0.7541722520131868
15140,10,0.6721873092556312
15140,11,0.5426987579319447
15140,12,-0.24876884615689665
15150,1,0.22049763833408687
15150,2,0.2990882424575707
15150,3,0.1784649599217505
15150,4,0.8033705384386516
15150,5,0.6681506844838199
15150,6,0.8862037892988126
15150,7,0.7887756622489359
15150,8,0.8580072340532068
15150,9,0.7541722520131868
15150,10,0.6721873092556312
15150,11,0.5426987579319447
15150,12,-0.24876884615689665
15160,1,0.22049763833408687
15160,2,0.2990882424575707
15160,3,0.1784649599217505
15160,4,0.8033705384386516
15160,5,0.6681506844838199
15160,6,0.8862037892988126
15160,7,0.7887756622489359
15160,8,0.8580072340532068
15160,9,0.7541722520131868
15160,10,0.6721873092556312
15160,11,0.5426987579319447
15160,12,-0.24876884615689665
15170,1,0.22049763833408687
15170,2,0.2990882424575707
15170,3,0.1784649599217505
15170,4,0.8033705384386516
15170,5,0.6681506844838199
15170,6,0.8862037892988126
15170,7,0.7887756622489359
15170,8,0.8580072340532068
15170,9,0.7541722520131868
15170,10,0.6721873092556312
15170,11,0.5426987579319447
15170,12,-0.24876884615689665
15180,1,0.22112982803272896
15180,2,0.29915359549310416
15180,3,0.1805111112410418
15180,4,0.8031986519182472
15180,5,0.6683898679095415
15180,6,0.8866512518634386
15180,7,0.7888599557905609
15180,8,0.8577147675989023
15180,9,0.7548088211472308
15180,10,0.6724500153704422
15180,11,0.5424281258592722
15180,12,-0.2455723485011294
15190,1,0.22112982803272896
15190,2,0.29915359549310416
15190,3,0.1805111112410418
15190,4,0.8031986519182472
15190,5,0.6683898679095415
15190,6,0.8866512518634386
15190,7,0.7888599557905609
15190,8,0.8577147675989023
15190,9,0.7548088211472308
15190,10,0.6724500153704422
15190,11,0.5424281258592722
15190,12,-0.2455723485011294
15200,1,0.22112982803272896
15200,2,0.29915359549310416
15200,3,0.1805111112410418
15200,4,0.8031986519182472
15200,5,0.6683898679095415
15200,6,0.8866512518634386
15200,7,0.7888599557905609
15200,8,0.8577147675989023
15200,9,0.7548088211472308
15200,10,0.6724500153704422
15200,11,0.5424281258592722
15200,12,-0.2455723485011294
15210,1,0.22112982803272896
15210,2,0.29915359549310416
15210,3,0.1805111112410418
15210,4,0.8031986519182472
15210,5,0.6683898679095415
15210,6,0.8866512518634386
15210,7,0.7888599557905609
15210,8,0.8577147675989023
15210,9,0.7548088211472308
15210,10,0.6724500153704422
15210,11,0.5424281258592722
15210,12,-0.2455723485011294
15220,1,0.22112982803272896
15220,2,0.29915359549310416
15220,3,0.1805111112410418
15220,4,0.8031986519182472
15220,5,0.6683898679095415
15220,6,0.8866512518634386
15220,7,0.7888599557905609
15220,8,0.8577147675989023
15220,9,0.7548088211472308
15220,10,0.6724500153704422
15220,11,0.5424281258592722
15220,12,-0.2455723485011294
15230,1,0.22112982803272896
