"Month","Region","STN_fish_catch_per_tow_AmericanShad","STN_fish_catch_per_tow_PacificHerring","STN_fish_catch_per_tow_ThreadfinShad","STN_fish_catch_per_tow_NorthernAnchovy","STN_fish_catch_per_tow_DeltaSmelt","STN_fish_catch_per_tow_StripedBass_age0","STN_fish_catch_per_tow_LongfinSmelt","STN_fish_biomass_Estuarine_pelagic_forage_fishes","STN_fish_catch_per_tow_Marine_pelagic_forage_fishes","STN_fish_biomass_AmericanShad","STN_fish_biomass_PacificHerring","STN_fish_biomass_ThreadfinShad","STN_fish_biomass_NorthernAnchovy","STN_fish_biomass_DeltaSmelt","STN_fish_biomass_StripedBass_age0","STN_fish_biomass_LongfinSmelt","STN_fish_biomass_Marine_pelagic_forage_fishes"
8,"West",0.387175572519084,0.0084713130535233,0.245994659546061,0.823068309070549,1.11809775429326,1.95735824623069,0.523677843069478,12.4909849658613,1.95982097329077,NA,NA,NA,NA,NA,NA,NA,NA
9,"Far West",0.333333333333333,0.166666666666667,0,1.09677419354839,0,0,0.75,3.73383838383838,1.37455197132616,NA,NA,NA,NA,NA,NA,NA,NA
9,"West",0.733333333333333,0,0.111111111111111,0.111111111111111,1.06060606060606,0.545454545454545,0.2,3.73383838383838,1.37455197132616,NA,NA,NA,NA,NA,NA,NA,NA
6,"Far West",NA,NA,NA,NA,NA,NA,NA,4230.17628929983,NA,1.16616658531514,16.9083756868848,0,3293.83450032572,6.19066709662418,237.059022373087,153.54789880866,5422.53211201745
6,"North",NA,NA,NA,NA,NA,NA,NA,4230.17628929983,NA,122.900996228024,9.0130151231192,34.1133791483041,0,734.477323116541,581.87993933797,141.101549380989,5422.53211201745
6,"South",NA,NA,NA,NA,NA,NA,NA,4230.17628929983,NA,44.1516628050158,0,172.150529762649,0,60.6382727923623,433.524725648416,3.0003331633905,5422.53211201745
6,"West",NA,NA,NA,NA,NA,NA,NA,4230.17628929983,NA,56.1293623069933,99.9570115718378,4.77038275860839,2002.81920930989,215.165925819847,837.287039641268,390.921112525762,5422.53211201745
7,"Far West",NA,NA,NA,NA,NA,NA,NA,8985.59422889283,NA,22.410986069181,293.214112916491,0.809972338458205,4815.35151664343,150.421275100741,576.436585705976,454.029172272481,7138.44375835014
7,"North",NA,NA,NA,NA,NA,NA,NA,8985.59422889283,NA,495.157814388481,1.79719416704813,36.7817945419243,45.4023205700039,1502.73993356475,1562.32483588804,58.1457072826394,7138.44375835014
7,"South",NA,NA,NA,NA,NA,NA,NA,8985.59422889283,NA,323.534752462378,0,157.185261694157,0.169942835660086,86.2382922309363,859.532084483403,0.304782898104926,7138.44375835014
7,"West",NA,NA,NA,NA,NA,NA,NA,8985.59422889283,NA,280.070509212242,43.4226186559121,28.4999100800926,1939.08605256159,498.62601080765,1479.15656395232,413.187983918871,7138.44375835014
8,"Far West",NA,NA,NA,NA,NA,NA,NA,9328.12344507615,NA,78.9380744673458,62.9319412463776,0,1428.01170998545,36.6703037432613,406.77825270568,169.861403433202,2400.90096708884
8,"North",NA,NA,NA,NA,NA,NA,NA,9328.12344507615,NA,194.434615493137,0,160.816996660785,42.9582126789774,1097.3465075026,1790.06256744656,38.273740471936,2400.90096708884
8,"South",NA,NA,NA,NA,NA,NA,NA,9328.12344507615,NA,318.382750685626,0,189.197259452045,0.338293634973128,28.1471953884267,1217.72706169224,0,2400.90096708884
8,"West",NA,NA,NA,NA,NA,NA,NA,9328.12344507615,NA,409.071277657698,14.5708043458074,399.47196231034,852.090005197252,434.516958671373,2146.9072070971,211.519310196792,2400.90096708884
9,"Far West",NA,NA,NA,NA,NA,NA,NA,4897.05241422923,NA,1473.304433251,478.230565406513,0,1860.0491556307,0,0,668.535141874822,2364.90891733419
9,"West",NA,NA,NA,NA,NA,NA,NA,4897.05241422923,NA,1369.13557462944,0,5.10633298926305,26.6291962969793,942.308087021588,145.132325038229,293.530519424894,2364.90891733419
