"Region","Year","Month","Corbicula_cpue","Potamocorbula_cpue"
"Far West",2001,6,0,2475.96153846154
"Far West",2001,7,0,771.634615384615
"Far West",2001,8,0,721.153846153846
"Far West",2001,9,0,1175.48076923077
"Far West",2001,10,0,891.826923076923
"Far West",2001,11,0,189.903846153846
"Far West",2001,12,0,115.384615384615
"Far West",2002,1,0,86.5384615384615
"Far West",2002,2,0,117.788461538462
"Far West",2002,3,0,31.25
"Far West",2002,4,0,84.1346153846154
"Far West",2002,5,0,1060.09615384615
"Far West",2002,6,0,2033.65384615385
"Far West",2002,7,0,2259.61538461538
"Far West",2002,8,0,1639.42307692308
"Far West",2002,9,0,1401.44230769231
"Far West",2002,10,0,141.826923076923
"Far West",2002,11,0,40.8653846153846
"Far West",2002,12,0,2.40384615384615
"Far West",2003,1,0,0
"Far West",2003,2,0,2.40384615384615
"Far West",2003,3,0,38.4615384615385
"Far West",2003,4,0,447.115384615385
"Far West",2003,5,0,1987.98076923077
"Far West",2003,6,0,2829.32692307692
"Far West",2003,7,0,2788.46153846154
"Far West",2003,8,0,2516.82692307692
"Far West",2003,9,0,2211.53846153846
"Far West",2003,10,0,1692.30769230769
"Far West",2004,1,0,139.423076923077
"Far West",2004,4,0,1028.84615384615
"Far West",2004,7,0,262.019230769231
"Far West",2004,10,0,312.5
"Far West",2005,1,0,50.4807692307692
"Far West",2005,4,0,620.192307692308
"Far West",2005,7,0,468.75
"Far West",2005,10,0,331.730769230769
"Far West",2005,11,0,233.173076923077
"Far West",2005,12,0,151.442307692308
"Far West",2006,1,0,69.7115384615385
"Far West",2006,2,0,76.9230769230769
"Far West",2006,3,0,57.6923076923077
"Far West",2006,4,0,2685.09615384615
"Far West",2006,5,0,2593.75
"Far West",2006,6,0,2403.84615384615
"Far West",2006,7,0,3548.07692307692
"Far West",2006,8,0,3694.71153846154
"Far West",2006,9,0,2346.15384615385
"Far West",2006,10,0,1326.92307692308
"Far West",2006,11,0,1536.05769230769
"Far West",2006,12,0,968.75
"Far West",2007,1,0,617.788461538462
"Far West",2007,2,0,288.461538461538
"Far West",2007,3,0,149.038461538462
"Far West",2007,4,0,88.9423076923077
"Far West",2007,5,0,812.5
"Far West",2007,6,0,713.942307692308
"Far West",2007,7,0,242.788461538462
"Far West",2007,8,0,7.21153846153846
"Far West",2007,9,0,19.2307692307692
"Far West",2007,10,0,9.61538461538461
"Far West",2007,11,0,2.40384615384615
"Far West",2007,12,0,7.21153846153846
"Far West",2008,1,0,0
"Far West",2008,2,0,2.40384615384615
"Far West",2008,3,0,2.40384615384615
"Far West",2008,4,0,36.0576923076923
"Far West",2008,5,0,2.40384615384615
"Far West",2008,6,0,2.40384615384615
"Far West",2008,7,0,12.0192307692308
"Far West",2008,8,0,0
"Far West",2008,9,0,14.4230769230769
"Far West",2008,10,0,2.40384615384615
"Far West",2008,11,0,2.40384615384615
"Far West",2008,12,0,0
"Far West",2009,1,0,0
"Far West",2009,2,0,0
"Far West",2009,3,0,134.615384615385
"Far West",2009,4,0,0
"Far West",2009,5,0,12.0192307692308
"Far West",2009,6,0,0
"Far West",2009,7,0,2.40384615384615
"Far West",2009,8,0,4.80769230769231
"Far West",2009,9,0,0
"Far West",2009,10,0,2.40384615384615
"Far West",2009,11,0,0
"Far West",2009,12,0,0
"Far West",2010,1,0,0
"Far West",2010,2,0,0
"Far West",2010,3,0,0
"Far West",2010,4,0,81.7307692307692
"Far West",2010,5,0,1091.34615384615
"Far West",2010,6,0,3146.63461538462
"Far West",2010,7,0,4295.67307692308
"Far West",2010,8,0,2920.67307692308
"Far West",2010,9,0,3598.55769230769
"Far West",2010,10,0,2105.76923076923
"Far West",2010,11,0,370.192307692308
"Far West",2010,12,0,165.865384615385
"Far West",2011,1,0,211.538461538462
"Far West",2011,2,0,117.788461538462
"Far West",2011,3,0,276.442307692308
"Far West",2011,4,0,177.884615384615
"Far West",2011,5,0,531.25
"Far West",2011,6,0,2978.36538461538
"Far West",2011,7,0,7632.21153846154
"Far West",2011,8,0,4826.92307692308
"Far West",2011,9,0,7209.13461538462
"Far West",2011,10,0,6213.94230769231
"Far West",2011,11,0,3754.80769230769
"Far West",2011,12,0,3235.57692307692
"Far West",2012,1,0,1502.40384615385
"Far West",2012,2,0,1242.78846153846
"Far West",2012,3,0,461.538461538462
"Far West",2012,4,0,442.307692307692
"Far West",2012,5,0,6144.23076923077
"Far West",2012,6,0,4819.71153846154
"Far West",2012,7,0,3415.86538461538
"Far West",2012,8,0,3269.23076923077
"Far West",2012,9,0,1007.21153846154
"Far West",2012,10,0,298.076923076923
"Far West",2012,11,0,233.173076923077
"Far West",2012,12,0,286.057692307692
"Far West",2013,1,0,348.557692307692
"Far West",2013,2,0,384.615384615385
"Far West",2013,3,0,367.788461538462
"Far West",2013,4,0,228.365384615385
"Far West",2013,5,0,225.961538461538
"Far West",2013,6,0,86.5384615384615
"Far West",2013,7,0,1069.71153846154
"Far West",2013,8,0,449.519230769231
"Far West",2013,9,0,269.230769230769
"Far West",2013,10,0,117.788461538462
"Far West",2013,11,0,14.4230769230769
"Far West",2013,12,0,28.8461538461538
"Far West",2014,1,0,31.25
"Far West",2014,2,0,14.4230769230769
"Far West",2014,3,0,40.8653846153846
"Far West",2014,4,0,2076.92307692308
"Far West",2014,5,0,252.403846153846
"Far West",2014,6,0,2.40384615384615
"Far West",2014,7,0,9.61538461538461
"Far West",2014,8,0,7.21153846153846
"Far West",2014,9,0,16.8269230769231
"Far West",2014,10,0,0
"Far West",2014,11,0,0
"Far West",2014,12,0,0
"Far West",2015,1,0,4.80769230769231
"Far West",2015,2,0,2.40384615384615
"Far West",2015,3,0,0
"Far West",2015,4,0,0
"Far West",2015,5,0,7.21153846153846
"Far West",2015,6,0,2.40384615384615
"Far West",2015,7,0,0
"Far West",2015,8,0,0
"Far West",2015,9,0,0
"Far West",2015,10,0,0
"Far West",2015,11,0,0
"Far West",2015,12,0,2.40384615384615
"Far West",2016,1,0,0
"Far West",2016,2,0,0
"Far West",2016,3,0,0
"Far West",2016,4,0,276.442307692308
"Far West",2016,5,0,2588.94230769231
"Far West",2016,6,0,2591.34615384615
"Far West",2016,7,0,1889.42307692308
"Far West",2016,8,0,1651.44230769231
"Far West",2016,9,0,764.423076923077
"Far West",2016,10,0,576.923076923077
"Far West",2016,11,0,461.538461538462
"Far West",2016,12,0,127.403846153846
"Far West",2017,1,0,60.0961538461538
"Far West",2017,2,0,26.4423076923077
"Far West",2017,3,0,64.9038461538462
"Far West",2017,4,0,112.980769230769
"Far West",2017,5,0,1009.61538461538
"Far West",2017,6,0,4826.92307692308
"Far West",2017,7,0,3819.71153846154
"Far West",2017,8,0,4358.17307692308
"Far West",2017,9,0,4057.69230769231
"Far West",2017,10,0,7598.55769230769
"Far West",2017,11,0,1807.69230769231
"Far West",2017,12,0,677.884615384615
"Far West",2018,1,0,740.384615384615
"Far West",2018,2,0,254.807692307692
"Far West",2018,3,0,298.076923076923
"Far West",2018,4,0,406.25
"Far West",2018,5,0,2776.44230769231
"Far West",2018,6,0,2228.36538461538
"Far West",2018,7,0,2927.88461538462
"Far West",2018,8,0,4002.40384615385
"Far West",2018,9,0,2834.13461538462
"Far West",2018,10,0,862.980769230769
"Far West",2018,11,0,689.903846153846
"Far West",2018,12,0,334.134615384615
"Far West",2019,1,0,593.75
"Far West",2019,2,0,319.711538461538
"Far West",2019,3,0,367.788461538462
"Far West",2019,4,0,552.884615384615
"Far West",2019,5,0,4877.40384615385
"Far West",2019,6,0,6117.78846153846
"Far West",2019,7,0,7435.09615384615
"Far West",2019,8,0,5454.32692307692
"Far West",2019,9,0,3819.71153846154
"Far West",2019,10,0,1942.30769230769
"Far West",2019,11,0,737.980769230769
"Far West",2019,12,0,423.076923076923
"Far West",2020,1,0,317.307692307692
"Far West",2020,2,0,110.576923076923
"Far West",2020,3,0,67.3076923076923
"Far West",2020,6,0,14.4230769230769
"Far West",2020,7,0,0
"Far West",2020,8,0,0
"Far West",2020,9,0,7.21153846153846
"Far West",2020,10,0,2.40384615384615
"Far West",2020,11,0,0
"North",1997,1,836.538461538462,7.21153846153846
"North",1997,2,908.653846153846,52.8846153846154
"North",1997,3,1036.05769230769,0
"North",1997,4,608.173076923077,14.4230769230769
"North",1997,5,1591.34615384615,2.40384615384615
"North",1997,6,735.576923076923,0
"North",1997,7,2317.30769230769,4.80769230769231
"North",1997,8,1971.15384615385,7.21153846153846
"North",1997,9,1677.88461538462,0
"North",1997,10,1850.96153846154,254.807692307692
"North",1997,11,1252.40384615385,536.057692307692
"North",1997,12,704.326923076923,115.384615384615
"North",1998,1,776.442307692308,52.8846153846154
"North",1998,2,336.538461538462,173.076923076923
"North",1998,3,1415.86538461538,290.865384615385
"North",1998,4,4360.57692307692,353.365384615385
"North",1998,5,524.038461538462,9.61538461538461
"North",1998,6,2346.15384615385,141.826923076923
"North",1998,7,896.634615384615,88.9423076923077
"North",1998,8,846.153846153846,7.21153846153846
"North",1998,9,1151.44230769231,0
"North",1998,10,1540.86538461538,4.80769230769231
"North",1998,11,1216.34615384615,0
"North",1998,12,3502.40384615385,2.40384615384615
"North",1999,1,3507.21153846154,0
"North",1999,2,3430.28846153846,0
"North",1999,3,1384.61538461538,0
"North",1999,4,5283.65384615385,0
"North",1999,5,1036.05769230769,0
"North",1999,6,610.576923076923,0
"North",1999,7,483.173076923077,0
"North",1999,8,550.480769230769,0
"North",1999,9,1045.67307692308,9.61538461538461
"North",1999,10,769.230769230769,257.211538461538
"North",1999,11,461.538461538462,201.923076923077
"North",1999,12,531.25,84.1346153846154
"North",2000,1,242.788461538462,26.4423076923077
"North",2000,2,1564.90384615385,300.480769230769
"North",2000,3,935.096153846154,48.0769230769231
"North",2000,4,2668.26923076923,310.096153846154
"North",2000,5,879.807692307692,38.4615384615385
"North",2000,6,1372.59615384615,2.40384615384615
"North",2000,7,543.269230769231,2.40384615384615
"North",2000,8,1276.44230769231,2.40384615384615
"North",2000,9,1384.61538461538,2.40384615384615
"North",2000,10,713.942307692308,2.40384615384615
"North",2000,11,548.076923076923,492.788461538462
"North",2000,12,598.557692307692,278.846153846154
"North",2001,1,300.480769230769,199.519230769231
"North",2001,2,1050.48076923077,177.884615384615
"North",2001,3,807.692307692308,52.8846153846154
"North",2001,4,1055.28846153846,93.75
"North",2001,5,562.5,52.8846153846154
"North",2001,6,1334.13461538462,4.80769230769231
"North",2001,7,1466.34615384615,50.4807692307692
"North",2001,8,1040.86538461538,466.346153846154
"North",2001,9,997.596153846154,637.019230769231
"North",2001,10,625,180.288461538462
"North",2001,11,516.826923076923,314.903846153846
"North",2001,12,146.634615384615,40.8653846153846
"North",2002,1,1016.82692307692,28.8461538461538
"North",2002,2,512.019230769231,14.4230769230769
"North",2002,3,2163.46153846154,0
"North",2002,4,906.25,2.40384615384615
"North",2002,5,1112.98076923077,4.80769230769231
"North",2002,6,632.211538461539,4.80769230769231
"North",2002,7,656.25,12.0192307692308
"North",2002,8,3903.84615384615,0
"North",2002,9,1468.75,165.865384615385
"North",2002,10,1302.88461538462,221.153846153846
"North",2002,11,865.384615384615,257.211538461538
"North",2002,12,1300.48076923077,146.634615384615
"North",2003,1,1149.03846153846,38.4615384615385
"North",2003,2,1235.57692307692,127.403846153846
"North",2003,3,1298.07692307692,28.8461538461538
"North",2003,4,1394.23076923077,43.2692307692308
"North",2003,5,1057.69230769231,24.0384615384615
"North",2003,6,692.307692307692,4.80769230769231
"North",2003,7,908.653846153846,4.80769230769231
"North",2003,8,1901.44230769231,7.21153846153846
"North",2003,9,1021.63461538462,2.40384615384615
"North",2003,10,1014.42307692308,45.6730769230769
"North",2004,1,1430.28846153846,137.019230769231
"North",2004,4,2629.80769230769,0
"North",2004,7,685.096153846154,48.0769230769231
"North",2004,10,1091.34615384615,932.692307692308
"North",2005,1,608.173076923077,608.173076923077
"North",2005,4,1584.13461538462,115.384615384615
"North",2005,7,1519.23076923077,9.61538461538461
"North",2005,10,1281.25,137.019230769231
"North",2005,11,990.384615384615,158.653846153846
"North",2005,12,728.365384615385,175.480769230769
"North",2006,1,584.134615384615,151.442307692308
"North",2006,2,798.076923076923,93.75
"North",2006,3,947.115384615385,103.365384615385
"North",2006,4,766.826923076923,38.4615384615385
"North",2006,5,2521.63461538462,84.1346153846154
"North",2006,6,1288.46153846154,33.6538461538462
"North",2006,7,1158.65384615385,19.2307692307692
"North",2006,8,1427.88461538462,2.40384615384615
"North",2006,9,1180.28846153846,0
"North",2006,10,1521.63461538462,38.4615384615385
"North",2006,11,1163.46153846154,24.0384615384615
"North",2006,12,1298.07692307692,21.6346153846154
"North",2007,1,1567.30769230769,7.21153846153846
"North",2007,2,742.788461538462,26.4423076923077
"North",2007,3,1033.65384615385,0
"North",2007,4,1687.5,12.0192307692308
"North",2007,5,1177.88461538462,24.0384615384615
"North",2007,6,586.538461538462,7.21153846153846
"North",2007,7,735.576923076923,4.80769230769231
"North",2007,8,860.576923076923,7.21153846153846
"North",2007,9,555.288461538462,76.9230769230769
"North",2007,10,713.942307692308,96.1538461538461
"North",2007,11,396.634615384615,24.0384615384615
"North",2007,12,997.596153846154,480.769230769231
"North",2008,1,555.288461538462,298.076923076923
"North",2008,2,555.288461538462,295.673076923077
"North",2008,3,596.153846153846,108.173076923077
"North",2008,4,783.653846153846,93.75
"North",2008,5,788.461538461538,105.769230769231
"North",2008,6,641.826923076923,31.25
"North",2008,7,826.923076923077,28.8461538461538
"North",2008,8,1713.94230769231,7.21153846153846
"North",2008,9,665.865384615385,276.442307692308
"North",2008,10,1810.09615384615,526.442307692308
"North",2008,11,766.826923076923,230.769230769231
"North",2008,12,420.673076923077,278.846153846154
"North",2009,1,798.076923076923,247.596153846154
"North",2009,2,550.480769230769,334.134615384615
"North",2009,3,540.865384615385,93.75
"North",2009,4,637.019230769231,144.230769230769
"North",2009,5,887.019230769231,84.1346153846154
"North",2009,6,603.365384615385,24.0384615384615
"North",2009,7,531.25,21.6346153846154
"North",2009,8,915.865384615385,12.0192307692308
"North",2009,9,615.384615384615,14.4230769230769
"North",2009,10,600.961538461538,137.019230769231
"North",2009,11,858.173076923077,189.903846153846
"North",2009,12,593.75,120.192307692308
"North",2010,1,759.615384615385,165.865384615385
"North",2010,2,555.288461538462,40.8653846153846
"North",2010,3,622.596153846154,28.8461538461538
"North",2010,4,788.461538461539,43.2692307692308
"North",2010,5,1062.5,137.019230769231
"North",2010,6,701.923076923077,62.5
"North",2010,7,975.961538461539,31.25
"North",2010,8,990.384615384615,9.61538461538461
"North",2010,9,992.788461538462,9.61538461538461
"North",2010,10,766.826923076923,319.711538461539
"North",2010,11,971.153846153846,560.096153846154
"North",2010,12,1365.38461538462,435.096153846154
"North",2011,1,971.153846153846,189.903846153846
"North",2011,2,920.673076923077,252.403846153846
"North",2011,3,1211.53846153846,122.596153846154
"North",2011,4,1338.94230769231,185.096153846154
"North",2011,5,1562.5,132.211538461538
"North",2011,6,1653.84615384615,26.4423076923077
"North",2011,7,1310.09615384615,7.21153846153846
"North",2011,8,783.653846153846,4.80769230769231
"North",2011,9,1338.94230769231,0
"North",2011,10,1271.63461538462,0
"North",2011,11,1456.73076923077,4.80769230769231
"North",2011,12,1108.17307692308,2.40384615384615
"North",2012,1,1290.86538461538,2.40384615384615
"North",2012,2,1211.53846153846,0
"North",2012,3,1538.46153846154,4.80769230769231
"North",2012,4,1860.57692307692,0
"North",2012,5,1968.75,0
"North",2012,6,1836.53846153846,0
"North",2012,7,1305.28846153846,0
"North",2012,8,1269.23076923077,0
"North",2012,9,1002.40384615385,40.8653846153846
"North",2012,10,1355.76923076923,139.423076923077
"North",2012,11,490.384615384615,293.269230769231
"North",2012,12,1358.17307692308,163.461538461538
"North",2013,1,894.230769230769,120.192307692308
"North",2013,2,1019.23076923077,79.3269230769231
"North",2013,3,1093.75,225.961538461538
"North",2013,4,1281.25,156.25
"North",2013,5,872.596153846154,120.192307692308
"North",2013,6,903.846153846154,50.4807692307692
"North",2013,7,817.307692307692,38.4615384615385
"North",2013,8,754.807692307692,115.384615384615
"North",2013,9,788.461538461539,221.153846153846
"North",2013,10,1033.65384615385,1112.98076923077
"North",2013,11,959.134615384615,134.615384615385
"North",2013,12,1014.42307692308,300.480769230769
"North",2014,1,961.538461538462,250
"North",2014,2,935.096153846154,500
"North",2014,3,942.307692307692,213.942307692308
"North",2014,4,1024.03846153846,180.288461538462
"North",2014,5,713.942307692308,81.7307692307692
"North",2014,6,658.653846153846,649.038461538462
"North",2014,7,689.903846153846,923.076923076923
"North",2014,8,622.596153846154,990.384615384615
"North",2014,9,764.423076923077,593.75
"North",2014,10,560.096153846154,225.961538461538
"North",2014,11,384.615384615385,317.307692307692
"North",2014,12,536.057692307692,175.480769230769
"North",2015,1,276.442307692308,122.596153846154
"North",2015,2,461.538461538462,115.384615384615
"North",2015,3,504.807692307692,26.4423076923077
"North",2015,4,500,48.0769230769231
"North",2015,5,576.923076923077,52.8846153846154
"North",2015,6,408.653846153846,399.038461538462
"North",2015,7,283.653846153846,786.057692307692
"North",2015,8,346.153846153846,2055.28846153846
"North",2015,9,305.288461538462,1122.59615384615
"North",2015,10,512.019230769231,463.942307692308
"North",2015,11,252.403846153846,182.692307692308
"North",2015,12,189.903846153846,228.365384615385
"North",2016,1,259.615384615385,177.884615384615
"North",2016,2,242.788461538462,96.1538461538462
"North",2016,3,245.192307692308,257.211538461538
"North",2016,4,348.557692307692,36.0576923076923
"North",2016,5,293.269230769231,4.80769230769231
"North",2016,6,358.173076923077,4.80769230769231
"North",2016,7,271.634615384615,2.40384615384615
"North",2016,8,550.480769230769,2.40384615384615
"North",2016,9,408.653846153846,4.80769230769231
"North",2016,10,293.269230769231,4.80769230769231
"North",2016,11,307.692307692308,7.21153846153846
"North",2016,12,259.615384615385,21.6346153846154
"North",2017,1,33.6538461538462,2.40384615384615
"North",2017,2,88.9423076923077,0
"North",2017,3,163.461538461538,0
"North",2017,4,242.788461538462,2.40384615384615
"North",2017,5,168.269230769231,0
"North",2017,6,423.076923076923,4.80769230769231
"North",2017,7,338.942307692308,2.40384615384615
"North",2017,8,1697.11538461538,0
"North",2017,9,1225.96153846154,2.40384615384615
"North",2017,10,2004.80769230769,0
"North",2017,11,1822.11538461538,2.40384615384615
"North",2017,12,2812.5,0
"North",2018,1,2355.76923076923,0
"North",2018,2,2610.57692307692,2.40384615384615
"North",2018,3,1264.42307692308,0
"North",2018,4,2824.51923076923,0
"North",2018,5,2088.94230769231,0
"North",2018,6,2367.78846153846,0
"North",2018,7,1742.78846153846,19.2307692307692
"North",2018,8,1810.09615384615,33.6538461538462
"North",2018,9,2500,84.1346153846154
"North",2018,10,1778.84615384615,74.5192307692308
"North",2018,11,1899.03846153846,415.865384615385
"North",2018,12,2860.57692307692,2.40384615384615
"North",2019,1,1704.32692307692,307.692307692308
"North",2019,2,1788.46153846154,67.3076923076923
"North",2019,3,2786.05769230769,21.6346153846154
"North",2019,4,2180.28846153846,45.6730769230769
"North",2019,5,1718.75,7.21153846153846
"North",2019,6,1060.09615384615,57.6923076923077
"North",2019,7,1524.03846153846,9.61538461538461
"North",2019,8,2326.92307692308,16.8269230769231
"North",2019,9,2754.80769230769,12.0192307692308
"North",2019,10,1485.57692307692,7.21153846153846
"North",2019,11,2168.26923076923,2.40384615384615
"North",2019,12,3377.40384615385,86.5384615384615
"North",2020,1,2581.73076923077,0
"North",2020,2,1336.53846153846,2.40384615384615
"North",2020,3,1067.30769230769,0
"North",2020,6,1786.05769230769,60.0961538461538
"North",2020,7,4014.42307692308,0
"North",2020,8,1562.5,4.80769230769231
"North",2020,9,3293.26923076923,444.711538461538
"North",2020,10,2213.94230769231,519.230769230769
"North",2020,11,3572.11538461538,483.173076923077
"South",1997,1,579.326923076923,0
"South",1997,2,817.307692307692,0
"South",1997,3,1086.53846153846,0
"South",1997,4,218.75,0
"South",1997,5,367.788461538462,0
"South",1997,6,822.115384615385,0
"South",1997,7,704.326923076923,0
"South",1997,8,1093.75,0
"South",1997,9,1793.26923076923,0
"South",1997,10,757.211538461539,0
"South",1997,11,218.75,0
"South",1997,12,326.923076923077,0
"South",1998,1,512.019230769231,0
"South",1998,2,379.807692307692,0
"South",1998,3,2288.46153846154,0
"South",1998,4,903.846153846154,0
"South",1998,5,622.596153846154,0
"South",1998,6,2240.38461538462,0
"South",1998,7,701.923076923077,0
"South",1998,8,413.461538461538,0
"South",1998,9,1733.17307692308,0
"South",1998,10,1838.94230769231,0
"South",1998,11,1848.55769230769,0
"South",1998,12,2336.53846153846,0
"South",1999,1,1175.48076923077,0
"South",1999,2,1608.17307692308,0
"South",1999,3,1115.38461538462,0
"South",1999,4,2408.65384615385,0
"South",1999,5,2605.76923076923,0
"South",1999,6,2663.46153846154,0
"South",1999,7,1170.67307692308,0
"South",1999,8,956.730769230769,0
"South",1999,9,516.826923076923,0
"South",1999,10,1009.61538461538,0
"South",1999,11,536.057692307692,0
"South",1999,12,788.461538461539,2.40384615384615
"South",2000,1,701.923076923077,0
"South",2000,2,752.403846153846,0
"South",2000,3,394.230769230769,0
"South",2000,4,512.019230769231,0
"South",2000,5,322.115384615385,0
"South",2000,6,810.096153846154,0
"South",2000,7,807.692307692308,0
"South",2000,8,752.403846153846,0
"South",2000,9,644.230769230769,0
"South",2000,10,1096.15384615385,0
"South",2000,11,776.442307692308,0
"South",2000,12,810.096153846154,0
"South",2001,1,199.519230769231,0
"South",2001,2,242.788461538462,0
"South",2001,3,305.288461538462,0
"South",2001,4,685.096153846154,0
"South",2001,5,269.230769230769,0
"South",2001,6,233.173076923077,0
"South",2001,7,297.275641025641,0
"South",2001,8,932.692307692308,0
"South",2001,9,870.192307692308,0
"South",2001,10,771.634615384615,0
"South",2001,11,665.865384615385,0
"South",2001,12,617.788461538462,0
"South",2002,1,887.019230769231,2.40384615384615
"South",2002,2,533.653846153846,0
"South",2002,3,663.461538461539,2.40384615384615
"South",2002,4,639.423076923077,0
"South",2002,5,1028.84615384615,0
"South",2002,6,492.788461538462,0
"South",2002,7,449.519230769231,0
"South",2002,8,1110.57692307692,0
"South",2002,9,740.384615384615,0
"South",2002,10,637.019230769231,0
"South",2002,11,490.384615384615,0
"South",2002,12,930.288461538462,0
"South",2003,1,177.884615384615,0
"South",2003,2,1370.19230769231,0
"South",2003,3,682.692307692308,0
"South",2003,4,867.788461538462,0
"South",2003,5,625,0
"South",2003,6,1014.42307692308,0
"South",2003,7,694.711538461539,0
"South",2003,8,752.403846153846,2.40384615384615
"South",2003,9,545.673076923077,0
"South",2003,10,913.461538461539,0
"South",2004,1,221.153846153846,0
"South",2004,4,1050.48076923077,0
"South",2004,7,157.852564102564,0
"South",2004,10,204.326923076923,0
"South",2005,1,293.269230769231,0
"South",2005,4,192.307692307692,0
"South",2005,7,411.057692307692,0
"South",2005,10,158.653846153846,0
"South",2005,11,230.769230769231,0
"South",2005,12,329.326923076923,0
"South",2006,1,276.442307692308,0
"South",2006,2,127.403846153846,0
"South",2006,3,617.788461538462,0
"South",2006,4,752.403846153846,0
"South",2006,5,1043.26923076923,0
"South",2006,6,2451.92307692308,0
"South",2006,7,158.653846153846,0
"South",2006,8,704.326923076923,0
"South",2006,9,1108.17307692308,2.40384615384615
"South",2006,10,252.403846153846,0
"South",2006,11,1153.84615384615,0
"South",2006,12,288.461538461538,0
"South",2007,1,697.115384615385,0
"South",2007,2,533.653846153846,0
"South",2007,3,555.288461538462,0
"South",2007,4,747.596153846154,0
"South",2007,5,355.769230769231,0
"South",2007,6,93.75,0
"South",2007,7,105.769230769231,0
"South",2007,8,560.096153846154,0
"South",2007,9,199.519230769231,0
"South",2007,10,206.730769230769,0
"South",2007,11,653.846153846154,0
"South",2007,12,213.942307692308,0
"South",2008,1,1117.78846153846,0
"South",2008,2,593.75,0
"South",2008,3,384.615384615385,0
"South",2008,4,177.884615384615,0
"South",2008,5,396.634615384615,0
"South",2008,6,396.634615384615,0
"South",2008,7,79.3269230769231,0
"South",2008,8,459.134615384615,0
"South",2008,9,110.576923076923,0
"South",2008,10,576.923076923077,0
"South",2008,11,329.326923076923,0
"South",2008,12,180.288461538462,0
"South",2009,1,213.942307692308,0
"South",2009,2,413.461538461538,0
"South",2009,3,274.038461538462,0
"South",2009,4,269.230769230769,0
"South",2009,5,259.615384615385,0
"South",2009,6,88.9423076923077,0
"South",2009,7,485.576923076923,0
"South",2009,8,1024.03846153846,0
"South",2009,9,877.403846153846,0
"South",2009,10,1437.5,0
"South",2009,11,783.653846153846,0
"South",2009,12,1622.59615384615,0
"South",2010,1,88.9423076923077,0
"South",2010,2,1024.03846153846,0
"South",2010,3,519.230769230769,0
"South",2010,4,771.634615384615,0
"South",2010,5,829.326923076923,0
"South",2010,6,370.192307692308,0
"South",2010,7,334.134615384615,0
"South",2010,8,637.019230769231,0
"South",2010,9,2454.32692307692,0
"South",2010,10,146.634615384615,0
"South",2010,11,487.980769230769,0
"South",2010,12,574.519230769231,0
"South",2011,1,697.115384615385,0
"South",2011,2,314.903846153846,0
"South",2011,3,221.153846153846,0
"South",2011,4,298.076923076923,0
"South",2011,5,605.769230769231,0
"South",2011,6,165.865384615385,0
"South",2011,7,69.7115384615385,0
"South",2011,8,762.019230769231,0
"South",2011,9,185.096153846154,0
"South",2011,10,1415.86538461538,0
"South",2011,11,211.538461538462,0
"South",2011,12,334.134615384615,0
"South",2012,1,728.365384615385,0
"South",2012,2,504.807692307692,0
"South",2012,3,161.057692307692,0
"South",2012,4,586.538461538462,0
"South",2012,5,454.326923076923,0
"South",2012,6,55.2884615384615,0
"South",2012,7,93.75,0
"South",2012,8,98.5576923076923,0
"South",2012,9,245.192307692308,0
"South",2012,10,283.653846153846,0
