Month,Year,Region,Chlorophyll,DIN,DissAmmonia,DissNitrateNitrite,DissOrthophos,Secchi,Temperature
3,2004,Far West,15.000000000000004,0.19999999999999996,0.02,0.17999999999999997,0.04000000000000001,72,16.679999999999996
3,2005,Far West,2.85,0.4,0.07000000000000002,0.33,0.06,76,14.840000000000003
3,2006,Far West,2.66,0.32,0.06,0.26,0.04000000000000001,60.000000000000014,12.64
3,2007,Far West,7.37,0.44999999999999996,0.04000000000000001,0.41,0.04000000000000001,111.99999999999994,13.73
3,2008,Far West,2.05,0.37,0.06,0.31,0.04000000000000001,98,13.65
3,2009,Far West,4.3,0.37,0.04999999999999999,0.32,0.07000000000000002,96,13.21
3,2010,Far West,2.93,0.41000000000000003,0.07999999999999999,0.33,0.06,92,13.13
3,2011,Far West,5.839999999999999,0.41,0.08999999999999998,0.32,0.04999999999999999,90.00000000000001,13.04
3,2012,Far West,1.62,0.67,0.13000000000000003,0.54,0.07999999999999999,39.99999999999999,12.439999999999996
3,2013,Far West,1.66,0.38,0.07000000000000002,0.31,0.06,105.00000000000004,14.64
3,2014,Far West,2.48,0.51,0.1,0.41,0.06,92,15.029999999999998
3,2015,Far West,1.71,0.26,0.04999999999999999,0.21,0.06,159.99999999999994,15.6
3,2016,Far West,2,0.31000000000000005,0.04000000000000001,0.27,0.04000000000000001,100,14.720000000000002
3,2017,Far West,1.61,0.41000000000000003,0.07000000000000002,0.34,0.06,56.00000000000001,12.449999999999998
3,2018,Far West,1.87,0.44999999999999996,0.07999999999999999,0.37,0.07999999999999999,139.99999999999991,12.130000000000004
3,2019,Far West,3.83,0.358,0.07799999999999999,0.27999999999999997,0.07400000000000001,60.000000000000014,13.36
3,2020,Far West,1.91,0.47700000000000004,0.137,0.34,0.06500000000000002,88,12.55
4,1995,Far West,4.99,0.21,0.02,0.19,0.04000000000000001,51.999999999999986,14.930000000000003
4,1996,Far West,2.35,0.32,0.06,0.26,0.06,63.999999999999986,15.35
4,1997,Far West,7.460000000000001,0.45,0.19,0.26,0.06,116,15.910000000000004
4,1998,Far West,6.1,0.13,0.02999999999999999,0.1,0.02,60.000000000000014,14.780000000000005
4,1999,Far West,3.16,0.29,0.02999999999999999,0.26,0.04999999999999999,76,13.14
4,2000,Far West,5.200000000000001,0.23000000000000004,0.02999999999999999,0.20000000000000004,0.04999999999999999,76,14.780000000000005
4,2001,Far West,4.35,0.33999999999999997,0.04999999999999999,0.29,0.07000000000000002,118.99999999999996,14.24
4,2002,Far West,3.65,0.32,0.08999999999999998,0.23000000000000004,0.06,90.00000000000001,14.29
4,2003,Far West,5.119999999999999,0.25,0.04999999999999999,0.20000000000000004,0.06,90.00000000000001,13.739999999999998
4,2004,Far West,7.049999999999999,0.33,0.06,0.27,0.07000000000000002,54.00000000000001,15.080000000000002
4,2005,Far West,4.6000000000000005,0.31999999999999995,0.02999999999999999,0.29,0.04999999999999999,90.00000000000001,14.400000000000004
4,2006,Far West,2.52,0.23999999999999996,0.06,0.17999999999999997,0.04000000000000001,49.999999999999986,14.450000000000005
4,2007,Far West,3.359999999999999,0.51,0.07000000000000002,0.44,0.06,56.00000000000001,15.460000000000004
4,2008,Far West,4.84,0.39,0.06,0.33,0.06,90.00000000000001,14.410000000000002
4,2009,Far West,2.24,0.51,0.07000000000000002,0.44,0.07999999999999999,96,16.27
4,2010,Far West,2.21,0.41,0.06,0.35,0.06,130.00000000000006,14.400000000000004
4,2011,Far West,5.19,0.25,0.02999999999999999,0.22000000000000003,0.04000000000000001,63.999999999999986,13.53
4,2012,Far West,3.72,0.54,0.08999999999999998,0.45,0.07000000000000002,67.99999999999999,14.46
4,2013,Far West,4.19,0.43,0.07000000000000002,0.36,0.07000000000000002,72,15.269999999999998
4,2014,Far West,2.51,0.47000000000000003,0.07000000000000002,0.4,0.07999999999999999,120.00000000000006,16.410000000000004
4,2015,Far West,2.7,0.32,0.07000000000000002,0.25,0.06,104.00000000000004,15.690000000000005
4,2016,Far West,2.13,0.21000000000000002,0.07000000000000002,0.14,0.02999999999999999,152.00000000000003,16.27
4,2017,Far West,2.83,0.31,0.07000000000000002,0.24,0.07000000000000002,67.99999999999999,13.72
4,2018,Far West,5.000000000000001,0.31,0.06,0.25,0.06,96,14.510000000000003
4,2019,Far West,4.460000000000001,0.25,0.04999999999999999,0.20000000000000004,0.06900000000000002,80,15.499999999999996
4,2020,Far West,2.7401813164876185,0.5186065786859247,0.2447492992019624,0.2738572794839624,0.06966912774808316,105.4085247350773,14.86000735152592
5,1995,Far West,4.42,0.17000000000000004,0.04000000000000001,0.13000000000000003,0.04000000000000001,72,15.759999999999998
5,1996,Far West,11.96,0.35,0.14,0.21,0.07000000000000002,60.000000000000014,16.550000000000004
5,1997,Far West,7.062519184792996,0.16,0.08999999999999998,0.07000000000000002,0.02,188.00000000000009,19.069999999999997
5,1998,Far West,9.609999999999998,0.2,0.04000000000000001,0.16,0.04999999999999999,39.99999999999999,16.279999999999998
5,1999,Far West,5.000000000000001,0.30999999999999994,0.02999999999999999,0.27999999999999997,0.06,39.99999999999999,15.049999999999995
5,2000,Far West,2.15,0.31000000000000005,0.07999999999999999,0.23000000000000004,0.07000000000000002,56.00000000000001,15.24
5,2001,Far West,6.87,0.08999999999999998,0.01,0.07999999999999999,0.04000000000000001,75,17.98
5,2002,Far West,3.75,0.3499999999999999,0.04999999999999999,0.29999999999999993,0.07000000000000002,111.99999999999994,15.690000000000005
5,2003,Far West,4.409999999999999,0.25,0.06,0.19,0.04999999999999999,94,16.489999999999995
5,2004,Far West,3,0.42,0.08999999999999998,0.33,0.07999999999999999,94,16.83
5,2005,Far West,4.12,0.33,0.07000000000000002,0.26,0.04999999999999999,80,18.21
5,2006,Far West,4.29,0.2,0.04000000000000001,0.16,0.02999999999999999,58.00000000000001,17.229999999999997
5,2007,Far West,2.56,0.52,0.07999999999999999,0.44,0.06,96,16.11
5,2008,Far West,3.72,0.45,0.11,0.34,0.07000000000000002,96,16.560000000000002
5,2009,Far West,2.71,0.42,0.04999999999999999,0.37,0.07000000000000002,80,17.229999999999997
5,2010,Far West,3.08,0.39,0.06,0.33,0.06,51.999999999999986,15.779999999999998
5,2011,Far West,4.13,0.29000000000000004,0.06,0.23000000000000004,0.04999999999999999,39.99999999999999,15.819999999999997
5,2012,Far West,2.41,0.38,0.04999999999999999,0.33,0.06,76,16.279999999999998
5,2013,Far West,3.770000000000001,0.44,0.11,0.33,0.07000000000000002,88,17.060000000000002
5,2014,Far West,1.48,0.36,0.07000000000000002,0.29,0.06,96,17.130000000000003
5,2015,Far West,2.84,0.42999999999999994,0.07999999999999999,0.35,0.07999999999999999,60.000000000000014,15.900000000000002
5,2016,Far West,2.14,0.29000000000000004,0.08999999999999998,0.20000000000000004,0.04999999999999999,96,19.869999999999997
5,2017,Far West,2.67,0.34,0.07000000000000002,0.27,0.06,63.999999999999986,15.369999999999996
5,2018,Far West,3.4,0.33999999999999997,0.04999999999999999,0.29,0.07000000000000002,139.99999999999991,15.990000000000002
5,2019,Far West,1.83,0.19,0.08999999999999998,0.1,0.059,80,15.549999999999995
5,2020,Far West,2.228997387522436,0.4299855543219042,0.2184059065761939,0.21157964774571028,0.07029085045999242,113.87471734821848,16.020507197859267
6,1995,Far West,0.8,0.33999999999999997,0.06,0.27999999999999997,0.07000000000000002,69.99999999999999,18.670000000000005
6,1996,Far West,1.68,0.41,0.08999999999999998,0.32,0.07999999999999999,62,19.8
6,1997,Far West,1.99,0.57,0.21,0.36,0.11,69.00000000000001,19.609999999999996
6,1998,Far West,1.7,0.25999999999999995,0.07999999999999999,0.17999999999999997,0.04000000000000001,49.999999999999986,18.929999999999996
6,1999,Far West,1.6974664432059223,0.47,0.1,0.37,0.07999999999999999,77.99999999999999,16.38
6,2000,Far West,1.57,0.37,0.07999999999999999,0.29,0.07999999999999999,100,18.350000000000005
6,2001,Far West,2.41,0.37,0.07999999999999999,0.29,0.07999999999999999,137.99999999999997,19.28
6,2002,Far West,3.390000000000001,0.39,0.06,0.33,0.07999999999999999,94,19.100000000000005
6,2003,Far West,3.8199999999999994,0.23,0.04000000000000001,0.19,0.04999999999999999,116,16.579999999999995
6,2004,Far West,1.8,0.43000000000000005,0.1,0.33,0.08999999999999998,72,18.350000000000005
6,2005,Far West,1.69,0.32999999999999996,0.04999999999999999,0.27999999999999997,0.07000000000000002,82.00000000000001,17.070000000000004
6,2006,Far West,7.690000000000001,0.26,0.02999999999999999,0.23000000000000004,0.06,60.000000000000014,18.780000000000005
6,2007,Far West,2.3,0.54,0.1,0.44,0.07999999999999999,67.99999999999999,17.509999999999998
6,2008,Far West,4.72,0.46,0.07000000000000002,0.39,0.07000000000000002,108.00000000000004,18.83
6,2009,Far West,1.69,0.38,0.1,0.27999999999999997,0.06,116,18.280000000000005
6,2010,Far West,3.72,0.33999999999999997,0.06,0.27999999999999997,0.06,76,17.999999999999996
6,2011,Far West,2.23,0.35,0.08999999999999998,0.26,0.06,96,16.36
6,2012,Far West,3.3499999999999996,0.48,0.06,0.42,0.07999999999999999,63.999999999999986,18.16
6,2013,Far West,4.23,0.42000000000000004,0.07999999999999999,0.34,0.07000000000000002,92,18.18
6,2014,Far West,2.61,0.43,0.06,0.37,0.08999999999999998,88,18.11
6,2015,Far West,2.88,0.48,0.08999999999999998,0.39,0.08999999999999998,90.00000000000001,19.389999999999997
6,2016,Far West,3.12,0.25,0.07999999999999999,0.17000000000000004,0.04999999999999999,47.99999999999999,18.65
6,2017,Far West,2.79,0.36,0.04000000000000001,0.32,0.07999999999999999,92,17.19
6,2018,Far West,3.46,0.39,0.04000000000000001,0.35,0.1,96,18.26
6,2019,Far West,2.98,0.30800000000000005,0.06,0.24800000000000005,0.076,96,18.350000000000005
6,2020,Far West,4.58,0.299,0.045,0.254,0.073,116,18.41
7,1995,Far West,1.95,0.27,0.06,0.21,0.06,84.99999999999999,19.15
7,1996,Far West,8.75,0.62,0.31,0.31,0.1,51.999999999999986,20.110000000000003
7,1997,Far West,3.38,0.62,0.14,0.48,0.1,80,20.199999999999996
7,1998,Far West,2.31,0.29,0.04999999999999999,0.24,0.07000000000000002,31.000000000000007,18.04
7,1999,Far West,1.71,0.47000000000000003,0.07000000000000002,0.4,0.08999999999999998,51.999999999999986,17.99
7,2000,Far West,1.52,0.47,0.15,0.32,0.1,80,19.019999999999996
7,2001,Far West,2.69,0.33999999999999997,0.04000000000000001,0.29999999999999993,0.08999999999999998,117.99999999999996,18.31
7,2002,Far West,2.12,0.5,0.07000000000000002,0.43,0.11,90.00000000000001,18.480000000000004
7,2003,Far West,4.019999999999999,0.33,0.02,0.31,0.07999999999999999,139.99999999999991,19.590000000000003
7,2004,Far West,1.53,0.5399999999999999,0.11999999999999998,0.42,0.11,63.999999999999986,19.140000000000004
7,2005,Far West,2.45,0.33,0.06,0.27,0.07999999999999999,101.99999999999996,20.339999999999996
7,2006,Far West,5.86,0.36999999999999994,0.07000000000000002,0.29999999999999993,0.07000000000000002,72,20.94
7,2007,Far West,3.56,0.5099999999999999,0.04000000000000001,0.4699999999999999,0.08999999999999998,72,21.469999999999995
7,2008,Far West,2.13,0.49,0.11,0.38,0.07999999999999999,135.99999999999997,19.22
7,2009,Far West,7.900000000000001,0.2,0.01,0.19,0.04999999999999999,120.00000000000006,20.55
7,2010,Far West,3.2000000000000006,0.38,0.04999999999999999,0.33,0.07000000000000002,92,19.43
7,2011,Far West,5.01,0.26,0.02999999999999999,0.23000000000000004,0.06,92,17.809999999999995
7,2012,Far West,3.8,0.49,0.07999999999999999,0.41,0.08999999999999998,76,18.619999999999997
7,2013,Far West,3.46,0.41,0.06,0.35,0.08999999999999998,120.00000000000006,19.15
7,2014,Far West,2.77,0.49,0.07000000000000002,0.42,0.1,47.99999999999999,18.920000000000005
7,2015,Far West,2.31,0.36999999999999994,0.07000000000000002,0.29999999999999993,0.07999999999999999,83.67989856956524,20.000000000000004
7,2016,Far West,2.9,0.26,0.06,0.20000000000000004,0.06,92,18.99
7,2017,Far West,2.21,0.41,0.11999999999999998,0.29,0.08999999999999998,47.99999999999999,17.7
7,2018,Far West,3.15,0.41000000000000003,0.07999999999999999,0.33,0.1,83.99999999999999,18.66
7,2019,Far West,1.48,0.31999999999999995,0.07899999999999999,0.241,0.08900000000000001,80,18.199999999999996
7,2020,Far West,3.05,0.25500000000000006,0.025,0.23000000000000004,0.08500000000000002,111.99999999999994,18.59
8,1995,Far West,14.529999999999998,0.04999999999999999,0.02,0.02999999999999999,0.04999999999999999,80,20.790000000000003
8,1996,Far West,3.84,0.51,0.13000000000000003,0.38,0.11,72,19.059999999999995
8,1997,Far West,5.34,0.49,0.15,0.34,0.08999999999999998,99,19.9
8,1998,Far West,1.83,0.32,0.08999999999999998,0.23000000000000004,0.07999999999999999,59,20.640000000000004
8,1999,Far West,1.29,0.43,0.07000000000000002,0.36,0.08999999999999998,62,18.1
8,2000,Far West,2.52,0.45,0.07000000000000002,0.38,0.1,80,19.540000000000003
8,2001,Far West,2.13,0.32,0.04999999999999999,0.27,0.1,114.00000000000004,19.180000000000003
8,2002,Far West,2.01,0.35,0.04000000000000001,0.31,0.08999999999999998,130.00000000000006,18.77
8,2003,Far West,3.3499999999999996,0.3,0.02,0.27999999999999997,0.07999999999999999,120.00000000000006,20.81
8,2004,Far West,2.34,0.37,0.04999999999999999,0.32,0.1,100,20.110000000000003
8,2005,Far West,3.2499999999999996,0.28,0.04000000000000001,0.24,0.07999999999999999,120.00000000000006,20.000000000000004
8,2006,Far West,2.05,0.37,0.1,0.27,0.07999999999999999,80,19.980000000000004
8,2007,Far West,6.280000000000001,0.28,0.01,0.27,0.04000000000000001,111.99999999999994,20.319999999999997
8,2008,Far West,3.23,0.49,0.06,0.43,0.07999999999999999,104.00000000000004,18.86
8,2009,Far West,2.74,0.25,0.04999999999999999,0.20000000000000004,0.04000000000000001,60.000000000000014,18.889999999999997
8,2010,Far West,3.359999999999999,0.4,0.07999999999999999,0.32,0.07999999999999999,92,18.38
8,2011,Far West,3.02,0.33,0.06,0.27,0.07000000000000002,104.00000000000004,18.61
8,2012,Far West,2.24,0.35,0.06,0.29,0.07000000000000002,104.00000000000004,19.069999999999997
8,2013,Far West,2.46,0.43,0.08999999999999998,0.34,0.1,104.00000000000004,19.81
8,2014,Far West,2.21,0.33999999999999997,0.07999999999999999,0.26,0.04999999999999999,83.99999999999999,19.94
8,2015,Far West,1.71,0.24,0.04999999999999999,0.19,0.04999999999999999,60.000000000000014,20.989999999999995
8,2016,Far West,2.83,0.42,0.07000000000000002,0.35,0.11,116,19.300000000000004
8,2017,Far West,1.49,0.43,0.11999999999999998,0.31,0.1,56.00000000000001,18.459999999999997
8,2018,Far West,3.2499999999999996,0.41000000000000003,0.07000000000000002,0.34,0.107,76,18.16
8,2019,Far West,1.4,0.271,0.067,0.204,0.095,108.00000000000004,20.06
8,2020,Far West,1.6,0.24000000000000005,0.07000000000000002,0.17000000000000004,0.081,100,19.99
9,1995,Far West,2.92,0.32,0.07000000000000002,0.25,0.07999999999999999,56.00000000000001,20.94
9,1996,Far West,1.53,0.43999999999999995,0.14,0.29999999999999993,0.08999999999999998,63.999999999999986,17.800000000000004
9,1997,Far West,3.96,0.24000000000000002,0.1,0.14,0.07000000000000002,135.99999999999997,21.26
9,1998,Far West,4.09,0.28,0.06,0.22000000000000003,0.07000000000000002,82.00000000000001,19.48
9,1999,Far West,2.4,0.24000000000000002,0.02,0.22000000000000003,0.07999999999999999,139.99999999999991,17.579999999999995
9,2000,Far West,6.35,0.28,0.02,0.26,0.08999999999999998,104.00000000000004,18.350000000000005
9,2001,Far West,2.37,0.38,0.06,0.32,0.1,96,18.350000000000005
9,2002,Far West,2.13,0.27,0.04000000000000001,0.23000000000000004,0.07000000000000002,111.99999999999994,18.3
9,2003,Far West,2.51,0.32,0.06,0.26,0.08999999999999998,135.99999999999997,19.620000000000005
9,2004,Far West,3.59,0.13,0.04000000000000001,0.08999999999999998,0.07000000000000002,134,19.31
9,2005,Far West,3.04,0.22999999999999998,0.02,0.21,0.07999999999999999,122.00000000000004,18.399999999999995
9,2006,Far West,1.75,0.4,0.07999999999999999,0.32,0.07999999999999999,51.999999999999986,18.38
9,2007,Far West,3.91,0.30000000000000004,0.04000000000000001,0.26,0.06,100,18.780000000000005
9,2008,Far West,4.5200000000000005,0.3499999999999999,0.04999999999999999,0.29999999999999993,0.07000000000000002,108.00000000000004,19.85
9,2009,Far West,2.62,0.33999999999999997,0.06,0.27999999999999997,0.07000000000000002,90.00000000000001,19.200000000000003
9,2010,Far West,3.16,0.35,0.06,0.29,0.07999999999999999,135.99999999999997,18.45
9,2011,Far West,3.76,0.19999999999999996,0.02,0.17999999999999997,0.06,100,18.459999999999997
9,2012,Far West,2.57,0.38,0.04000000000000001,0.34,0.07999999999999999,120.00000000000006,18.54
9,2013,Far West,4.2,0.54,0.07999999999999999,0.46,0.1,111.99999999999994,18.54
9,2014,Far West,1.93,0.31999999999999995,0.04000000000000001,0.27999999999999997,0.1,123.99999999999994,20.600000000000005
9,2015,Far West,1.56,0.27,0.04999999999999999,0.22000000000000003,0.07000000000000002,123.99999999999994,19.550000000000004
9,2016,Far West,1.42,0.37,0.04999999999999999,0.32,0.1,120.00000000000006,18.339999999999996
9,2017,Far West,1.46,0.36,0.08999999999999998,0.27,0.08999999999999998,76,19.19
9,2018,Far West,3.5199999999999996,0.37,0.04999999999999999,0.32,0.099,111.99999999999994,18.280000000000005
9,2019,Far West,2.79,0.26499999999999996,0.05299999999999998,0.212,0.103,127.99999999999994,19.7
9,2020,Far West,1.78,0.29,0.07999999999999999,0.21,0.091,104.00000000000004,18.459999999999997
10,1995,Far West,4.21,0.23,0.04000000000000001,0.19,0.06,180.00000000000003,17.120000000000005
10,1996,Far West,0.91,0.35,0.08999999999999998,0.26,0.1,88,15.930000000000003
10,1997,Far West,1.4,0.28,0.13000000000000003,0.15,0.07000000000000002,98,18.019999999999996
10,1998,Far West,2.3,0.36,0.08999999999999998,0.27,0.07999999999999999,111.99999999999994,16.620000000000005
10,1999,Far West,3.06,0.2,0.04000000000000001,0.16,0.06,122.00000000000004,17.789999999999996
10,2000,Far West,4,0.23000000000000004,0.06,0.17000000000000004,0.07999999999999999,127.99999999999994,18.19
10,2001,Far West,2.47,0.38,0.1,0.27999999999999997,0.1,117.99999999999996,17.54
10,2002,Far West,1.89,0.29,0.04999999999999999,0.24,0.07999999999999999,130.00000000000006,17.110000000000003
10,2003,Far West,2.78,0.32999999999999996,0.04999999999999999,0.27999999999999997,0.07999999999999999,123.99999999999994,17.639999999999997
10,2004,Far West,1.57,0.38,0.11,0.27,0.08999999999999998,132,15.750000000000004
10,2005,Far West,2.72,0.33,0.07000000000000002,0.26,0.07000000000000002,120.00000000000006,16.32
10,2006,Far West,1.64,0.3799999999999999,0.07999999999999999,0.29999999999999993,0.07000000000000002,83.99999999999999,17.060000000000002
10,2007,Far West,3.859999999999999,0.4,0.06,0.34,0.06,116,16.510000000000005
10,2008,Far West,2.9,0.3499999999999999,0.04999999999999999,0.29999999999999993,0.07999999999999999,114.00000000000004,19.069999999999997
10,2009,Far West,1.85,0.36,0.07000000000000002,0.29,0.07000000000000002,107.08751505978717,15.759999999999998
10,2010,Far West,2.26,0.37,0.06,0.31,0.07000000000000002,130.00000000000006,17.060000000000002
10,2011,Far West,8.01,0.22000000000000003,0.04999999999999999,0.17000000000000004,0.06,180.00000000000003,18.19
10,2012,Far West,2.29,0.36999999999999994,0.07000000000000002,0.29999999999999993,0.07999999999999999,176.00000000000009,17.680000000000003
10,2013,Far West,1.7,0.44999999999999996,0.1,0.35,0.08999999999999998,96,16.759999999999998
10,2014,Far West,2.18,0.3,0.04999999999999999,0.25,0.08999999999999998,83.99999999999999,20.030000000000005
10,2015,Far West,2.01,0.26,0.02999999999999999,0.23000000000000004,0.07999999999999999,180.00000000000003,19.51
10,2016,Far West,1.55,0.41999999999999993,0.11999999999999998,0.29999999999999993,0.11,120.00000000000006,16.340000000000003
10,2017,Far West,1.2,0.39,0.07000000000000002,0.32,0.08999999999999998,104.00000000000004,15.88
10,2018,Far West,2.91,0.32,0.06,0.26,0.086,132,17.32
10,2019,Far West,2.09,0.3090149612357126,0.071,0.2380149612357126,0.082,203.99999999999991,17.160000000000004
10,2020,Far West,2.76,0.24899999999999997,0.00899999999999999,0.24,0.09399999999999996,116,18.320000000000004
11,1995,Far West,1.53,0.14999999999999997,0.06,0.08999999999999998,0.04999999999999999,190.00000000000009,15.260000000000003
11,1996,Far West,0.6,0.48,0.16,0.32,0.08999999999999998,63.999999999999986,13.979999999999997
11,1997,Far West,0.48999999999999994,0.43,0.19,0.24,0.07999999999999999,60.000000000000014,16.27
11,1998,Far West,1,0.44000000000000006,0.13000000000000003,0.31,0.08999999999999998,116,13.589999999999998
11,1999,Far West,1.75,0.39,0.14,0.25,0.07999999999999999,76,14.320000000000004
11,2000,Far West,1.88,0.42,0.14,0.27999999999999997,0.08999999999999998,110.00000000000004,14.920000000000003
11,2001,Far West,2.54,0.35,0.1,0.25,0.07999999999999999,92,15.07
11,2002,Far West,2.83,0.37999999999999995,0.08999999999999998,0.29,0.07999999999999999,116,15.280000000000005
11,2003,Far West,2.11,0.43,0.11,0.32,0.07999999999999999,116,14.400000000000004
11,2004,Far West,2.34,0.33999999999999997,0.1,0.24,0.04999999999999999,116,13.900000000000004
11,2005,Far West,2.82,0.43,0.11,0.32,0.07000000000000002,116,14.739999999999998
11,2006,Far West,1.43,0.3999999999999999,0.1,0.29999999999999993,0.07000000000000002,101.99999999999996,15.35
