"Year","STN_fish_catch_per_tow_AmericanShad","STN_fish_catch_per_tow_DeltaSmelt","STN_fish_catch_per_tow_LongfinSmelt","STN_fish_catch_per_tow_NorthernAnchovy","STN_fish_catch_per_tow_PacificHerring","STN_fish_catch_per_tow_StripedBass_age0","STN_fish_catch_per_tow_ThreadfinShad","STN_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","STN_fish_catch_per_tow_Marine_pelagic_forage_fishes","STN_fish_biomass_AmericanShad","STN_fish_biomass_DeltaSmelt","STN_fish_biomass_LongfinSmelt","STN_fish_biomass_NorthernAnchovy","STN_fish_biomass_PacificHerring","STN_fish_biomass_StripedBass_age0","STN_fish_biomass_ThreadfinShad","STN_fish_biomass_Estuarine_pelagic_forage_fishes","STN_fish_biomass_Marine_pelagic_forage_fishes"
1976,0.212389380530973,13.0524590163934,0.110047846889952,1.66150442477876,0,1.8367903930131,0.104545454545455,15.3162320913729,1.66150442477876,519.453432127998,312.839287092124,112.087292341964,1863.56188040393,0,1160.77628710738,218.257104894387,2323.41340356385,1863.56188040393
1977,0.431578947368421,5.62584118438762,0.651465798045603,1.53333333333333,0.00826446280991736,2.33007334963325,0.420689655172414,9.45964893460731,1.54159779614325,898.808058279577,3770.99829348138,293.761589768638,3341.83950680478,7.34771660137554,506.29576138607,326.084741688291,5795.94844460396,3349.18722340616
1978,1.55983772819473,6.23296354992076,0.143518518518519,2.11111111111111,0.00966183574879227,3.92717516289766,0.15,12.0134949595317,2.1207729468599,1551.25272369002,702.084164790207,108.545029832286,4876.26681518623,42.4342700978418,893.5379702977,128.001469946429,3383.42135855665,4918.70108528407
1979,0.498371335504886,1.90080971659919,1.49244712990937,1.14123006833713,0.00900900900900901,2.24210526315789,0.0135135135135135,6.14724695868485,1.15023907734614,664.815720788985,1872.3893711767,921.013365032769,6957.21936351533,19.2478999752911,971.785068938876,41.3112282661566,4471.31475420348,6976.46726349062
1980,0.184210526315789,1.37128072445019,1.41964285714286,0.406474820143885,0.0476190476190476,2.42647058823529,0,5.40160469614414,0.454093867762933,135.395115011996,936.433206173803,1402.56765723871,2046.06214011934,51.6401725510929,808.51031331008,0,3282.90629173459,2097.70231267043
1981,0.241860465116279,2.0865224625624,0.706122448979592,2.83950617283951,0.0101522842639594,1.82210401891253,0.0597014925373134,4.91631088810811,2.84965845710347,443.435950455801,1343.50871036444,400.749954393002,2482.00139514168,23.5963865954901,1434.80523384408,182.177055909959,3804.67690496728,2505.59778173717
1982,0.644705882352941,1.44839449541284,1.4896,0.427777777777778,0.226114649681529,2.90284222737819,0.311320754716981,6.79686335986096,0.653892427459306,672.341469400466,683.379382066909,1342.71618468382,1415.72063924523,530.285507521275,1168.87282973558,241.860903474393,4109.17076936116,1946.00614676651
1983,1.00869565217391,0.580381471389646,0.0769230769230769,0.0671936758893281,0,2.68097705403405,0.385350318471338,4.73232757299202,0.0671936758893281,571.692490036331,339.404375956108,196.651092543711,116.429036160921,0,1243.34927652783,515.930749985245,2867.02798504923,116.429036160921
1984,0.324137931034483,0.450617283950617,0.0078125,6.3356890459364,0,1.80750721847931,0.0387596899224806,2.62883462338689,6.3356890459364,626.057062793756,237.900510380193,332.94964823089,4266.15464062196,0,1227.90564021445,66.2909299655243,2491.10379158482,4266.15464062196
1985,0.147208121827411,0.286995515695067,0.133004926108374,4.26964285714286,0,1.30609597924773,0.00526315789473684,1.87856770077332,4.26964285714286,360.262981522868,259.203214443203,107.901942052703,3554.50448346349,0,921.57268827972,9.42976027021972,1658.37058656871,3554.50448346349
1986,0.323529411764706,1.34362934362934,0.25,0.904255319148936,0,2.37523719165085,0.020979020979021,4.31337496802392,0.904255319148936,369.741247477216,1642.95242670631,145.809706753152,3182.60924760827,0,1242.24130763225,39.4434397192984,3440.18812828822,3182.60924760827
1987,0.00512820512820513,0.727941176470588,0.652173913043478,4.19574468085106,0.0358974358974359,1.56382079459003,0.0833333333333333,3.03239742256563,4.2316421167485,11.8490756453941,907.83041837283,393.142852770372,6338.52606179484,51.2798856169292,853.312736708401,54.3939928476448,2220.52907634464,6389.80594741177
1988,0.175298804780877,0.602484472049689,0.149019607843137,0.625,0.0205761316872428,1.22774869109948,0,2.15455157577318,0.645576131687243,418.43146097427,673.572754099176,251.941152544946,1730.56108109532,32.2770862020398,404.124369356981,0,1748.06973697537,1762.83816729736
1989,0.0522388059701493,0.744897959183673,0.402366863905325,0.481081081081081,0.0149253731343284,1.13370998116761,0,2.33321361022676,0.496006454215409,52.9657925307729,677.705656493303,161.039542883783,1081.92864157247,28.2478143201679,728.417918711231,0,1620.12891061909,1110.17645589264
1990,0.0104712041884817,0.462121212121212,0.0157068062827225,0.430894308943089,0.0104712041884817,1.39869281045752,0.0208333333333333,1.90782536638327,0.441365513131571,16.9124572821299,243.906145061537,7.69707901398466,940.67500137118,6.67169702086419,627.092214286273,14.401518355803,910.009413999728,947.346698392044
1991,0.0655737704918033,1.1323155216285,0.0413223140495868,0.488165680473373,0.0413223140495868,1.00772797527048,0,2.24693958144037,0.52948799452296,205.982360008194,647.468210302031,11.1262961224245,990.865088264256,36.4199985963906,517.187666694826,0,1381.76453312747,1027.28508686065
1992,0.106837606837607,0.556338028169014,0.0448430493273543,2.08827785817656,0.00900900900900901,1.39982347749338,1.48736462093863,3.59520678276598,2.09728686718556,89.3658681799936,268.514964204503,52.3851493014161,1085.53635788051,8.10527712541768,727.785877103011,892.410035169446,2030.46189395837,1093.64163500593
1993,0.587591240875912,1.29862475442043,0.134529147982063,0.277777777777778,0,2.06431852986217,0.0412844036697248,4.12634807681031,0.277777777777778,409.01338161044,584.518051581324,45.8400334659643,507.639136541938,0,852.176686549539,26.9232619840625,1918.47141519133,507.639136541938
1994,0.0285714285714286,1.66304347826087,0.0604982206405694,0.36950146627566,0.041958041958042,1.27624784853701,0.0213523131672598,3.04971328917713,0.411459508233702,71.6147412479565,783.580917194024,59.5841425965071,615.743650991756,63.6151057371542,730.927147472818,17.4584046640207,1663.16535317533,679.35875672891
1995,0.686792452830189,0.797356828193833,0.940726577437858,0.0314285714285714,0.0143266475644699,2.68991282689913,0.419431279620853,5.53421996498186,0.0457552189930413,686.177439208439,477.936248820321,339.548373453253,93.9581082109298,14.9696425510332,483.533036483632,1134.59056744209,3121.78566540774,108.927750761963
1996,0.510204081632653,1.28130671506352,1.5049504950495,0.050561797752809,0,1.12672811059908,0.27,4.69318940234476,0.050561797752809,358.862184931556,612.58688094934,184.916141757182,101.919348860635,0,407.804197866653,372.64399641307,1936.8134019178,101.919348860635
1997,0.111111111111111,0.88715953307393,0.150326797385621,1.328125,0.00689655172413793,0.926966292134832,0.762162162162162,2.83772589586766,1.33502155172414,85.6625385068286,381.139352056135,138.677137995536,318.886835667059,3.35590475891863,483.409945165589,286.220710949654,1375.10968467374,322.242740425978
1998,0.676635514018692,0.654205607476635,0.369767441860465,0.0202312138728324,0,1.28007518796992,0.644927536231884,3.6256112875576,0.0202312138728324,336.410414186536,444.576899313268,224.220788343514,53.6382641123205,0,315.872413742404,501.768708906982,1822.8492244927,53.6382641123205
1999,0.0655021834061135,1.25177809388336,1.14316239316239,0.118143459915612,0,0.964630225080386,0.156118143459916,3.58119103899217,0.118143459915612,159.333574787356,692.407064359047,600.236489727029,111.614687129458,0,358.055934197163,102.311639250688,1912.34470232128,111.614687129458
2000,0.3125,1.08815426997245,1.7072,0.0924657534246575,0.00709219858156028,1.48761904761905,0.028169014084507,4.62364233167601,0.0995579520062178,296.373953636987,521.460445074579,495.699513845472,399.793273070678,6.84251858071821,615.134402320237,37.6151544776555,1966.28346935493,406.635791651396
2001,0.112781954887218,0.904059040590406,0.201413427561837,0.225694444444444,0,1.29827089337176,0.688311688311688,3.20483700472291,0.225694444444444,119.732052163125,380.813214116327,47.5286877894796,95.8184662930367,0,353.158616539184,234.70412648875,1135.93669709687,95.8184662930367
2002,0.0123839009287926,0.80695652173913,0.88,0.159420289855072,0.0185185185185185,0.548458149779736,0.91,3.15779857244766,0.177938808373591,1.17569889658559,430.312989471712,162.859725595714,41.1923783043187,5.12396452406048,103.110779646668,69.8411624819269,767.300356092607,46.3163428283792
2003,0.605357142857143,0.564273789649416,0.19910514541387,0.0692124105011933,0.00987654320987654,1.80882352941176,0.0583941605839416,3.23595376791614,0.0790889537110699,537.270012040817,366.72539287914,78.7391429165356,25.9903761056849,1.41445118964321,310.004550557584,22.0975674344362,1314.83666582851,27.4048272953281
2004,0.0226130653266332,0.392931392931393,0.269396551724138,0.0175438596491228,0.0175438596491228,0.357429718875502,0.257918552036199,1.30028928089387,0.0350877192982456,21.6873006664719,183.435982379148,61.0393433371746,24.2063985582399,8.90377957474274,144.091925992382,48.148760625539,458.403313000716,33.1101781329826
2005,0.232018561484919,0.267857142857143,0.102244389027431,0.0440414507772021,0,0.748006379585327,0.0157068062827225,1.36583327923754,0.0440414507772021,86.4407138285352,205.157094185395,77.5060605547082,5.51850223134146,0,294.235719022514,10.4218925641947,673.761480155347,5.51850223134146
2006,0.246411483253589,0.186567164179104,0.295508274231678,0.0107816711590297,0,1.30989272943981,0.246411483253589,2.28479113435777,0.0107816711590297,101.981843639787,62.5755441690005,95.0312459182573,1.16003612536413,0,305.992317166814,250.293717402183,815.874668296041,1.16003612536413
2007,0.010752688172043,0.137844611528822,0.010752688172043,0.0580474934036939,0,0.320754716981132,0.0241286863270777,0.504233391181118,0.0580474934036939,1.21154787166356,102.852658727205,2.44529420980504,36.9246049761414,0,81.3433342232371,2.3453841914082,190.198219223319,36.9246049761414
2008,0.0024330900243309,0.181015452538631,1.04627249357326,0.418604651162791,0.732418524871355,0.651376146788991,0.0218978102189781,1.9029949931442,1.15102317603415,2.31108844095791,109.315706320782,179.735227104097,324.092909751925,419.34130517201,239.592393539809,11.7390996826519,542.693515088298,743.434214923936
2009,0.032994923857868,0.120689655172414,0.394572025052192,0.622129436325679,0.0102827763496144,0.536862003780718,0.0127877237851662,1.09790633164836,0.632412212675293,20.8594201200257,92.2053788577217,124.715356094561,168.146147882543,13.4608655047624,274.173033751042,5.65304244952652,517.606231272876,181.607013387306
2010,0.0127877237851662,0.41407867494824,0.103194103194103,0.627962085308057,0.0678391959798995,0.893959731543624,0.00256410256410256,1.42658433603524,0.695801281287956,18.5318887494712,312.978681060804,21.8464277088198,159.075417491979,37.6076755128735,404.263903146092,10.8808861442355,768.501786809423,196.683093004853
2011,0.830075187969925,0.757009345794392,0.331838565022422,0.0332480818414322,0.0180412371134021,1.78009259259259,0.00775193798449612,3.70676762936383,0.0512893189548343,420.059587227692,277.460430335292,58.9643059418634,29.7998791845274,0.879274223113493,522.572542032358,12.5753102415611,1291.63217577877,30.6791534076409
2012,0.0246305418719212,0.245575221238938,0.307203389830508,0.645328719723183,0.00982800982800983,0.751824817518248,0.00493827160493827,1.33417224206455,0.655156729551193,12.638672586725,86.9956264284924,46.1416427495483,173.068656716965,17.9875114649557,458.409583188805,0.17235008945822,604.357875043028,191.056168181921
2013,0.0169902912621359,0.257019438444924,1.22379603399433,0.683229813664596,0.0593824228028504,0.375745526838966,0.121559633027523,1.99511092356788,0.742612236467447,24.0945747447319,163.82979908297,222.857544941895,199.777303506759,27.2730176957635,353.702996813128,7.08328360630502,771.568199189031,227.050321202522
2014,0.00956937799043062,0.115646258503401,0.0452380952380952,0.667687595712098,0.00954653937947494,0.299595141700405,0.0190930787589499,0.489141952191282,0.677234135091573,23.8895377509583,67.6514538974544,30.1759443306045,380.762487464629,6.09031243363839,182.388842614209,1.75806254048465,305.863841133711,386.852799898267
2015,0.00238663484486874,0.00715990453460621,0.014218009478673,0.69558599695586,0.00714285714285714,0.290721649484536,0.0660377358490566,0.380523934191741,0.702728854098717,0.0928428456455624,4.67080054732503,19.1232138006793,550.682431167511,14.7641220633195,341.414582713602,4.24498314031004,369.546423047562,565.44655323083
2016,0.00744416873449132,0.00744416873449132,0.00496277915632754,0.201793721973094,0.00248138957816377,0.778723404255319,0.0271604938271605,0.82573501470779,0.204275111551258,18.4342325904941,4.3057235543562,4.07555924151503,219.727744203171,14.8735572926659,416.825888260302,45.4633526455224,489.10475629219,234.601301495837
2017,0.873887240356083,0.0709219858156028,0.0048780487804878,0.029126213592233,0.0024390243902439,1.46316614420063,0.512068965517241,2.92492238467004,0.0315652379824769,524.373550038786,62.9861998875003,2.4091696166456,23.9590444615711,1.18684436595903,609.430381112491,578.674401306379,1777.8737019618,25.1458888275301
2018,0.0223880597014925,0.00498753117206983,0.180327868852459,0.258134490238612,0.00249376558603491,0.562610229276896,0.110576923076923,0.88089061207984,0.260628255824647,117.689649072083,3.32839597917583,50.6294511840627,37.74161642594,0.111812426266209,335.832113436536,41.9677440359764,549.447353707834,37.8534288522062
2019,0.512333965844402,0,0.288590604026846,0.0473815461346633,0,0.99416569428238,0.135265700483092,1.93035596463672,0.0473815461346633,375.998915096794,0,108.308793463505,55.6347710032426,0,433.495791173474,68.5862686242712,986.389768358044,55.6347710032426
2020,0.0731707317073171,0,0.119512195121951,0.195852534562212,0.00510204081632653,0.393213572854291,0.0719602977667494,0.657856797450309,0.200954575378539,148.250436418079,0,21.2685222849016,95.9256881550031,0.467032116636677,214.729711284471,25.7387598243359,409.987429811787,96.3927202716397
2021,0.00240384615384615,0,0.210869565217391,0.250539956803456,0.0119904076738609,0.105140186915888,0.0477326968973747,0.3661462951845,0.262530364477317,2.78723644844173,0,34.868891018921,380.112034859118,2.19559204379062,114.238905134194,4.14066215972686,156.035694761283,382.307626902908
