"Year","Region","STN_fish_catch_per_tow_AmericanShad","STN_fish_catch_per_tow_PacificHerring","STN_fish_catch_per_tow_ThreadfinShad","STN_fish_catch_per_tow_NorthernAnchovy","STN_fish_catch_per_tow_DeltaSmelt","STN_fish_catch_per_tow_StripedBass_age0","STN_fish_catch_per_tow_LongfinSmelt","STN_fish_biomass_Estuarine_pelagic_forage_fishes","STN_fish_catch_per_tow_Marine_pelagic_forage_fishes","STN_fish_biomass_AmericanShad","STN_fish_biomass_PacificHerring","STN_fish_biomass_ThreadfinShad","STN_fish_biomass_NorthernAnchovy","STN_fish_biomass_DeltaSmelt","STN_fish_biomass_StripedBass_age0","STN_fish_biomass_LongfinSmelt","STN_fish_biomass_Marine_pelagic_forage_fishes"
1963,"South",0.428571428571429,0,0.247619047619048,0,0.714285714285714,4.66666666666667,0,31.3548717948718,0.442857142857143,NA,NA,NA,NA,NA,NA,NA,NA
1963,"West",0.123809523809524,0.00952380952380952,0.00476190476190476,0.433333333333333,0.514285714285714,11.3655384615385,0.0666666666666667,31.3548717948718,0.442857142857143,NA,NA,NA,NA,NA,NA,NA,NA
1964,"North",0.354166666666667,0,0,0,63.0416666666667,18.8151658767773,0.604166666666667,106.278850465175,0.910714285714286,NA,NA,NA,NA,NA,NA,NA,NA
1964,"South",0.297619047619048,0,0.0357142857142857,0,6.39285714285714,6.47300771208226,0.0476190476190476,106.278850465175,0.910714285714286,NA,NA,NA,NA,NA,NA,NA,NA
1964,"West",0.0119047619047619,0.261904761904762,0,0.648809523809524,1.88690476190476,5.15139116202946,3.16666666666667,106.278850465175,0.910714285714286,NA,NA,NA,NA,NA,NA,NA,NA
1965,"North",8.0625,0,0.166666666666667,0,9.04166666666667,6.88120950323974,0.0416666666666667,50.3704288603308,0.196428571428571,NA,NA,NA,NA,NA,NA,NA,NA
1965,"South",2.02380952380952,0,0,0,3.35714285714286,4.41940085592011,0,50.3704288603308,0.196428571428571,NA,NA,NA,NA,NA,NA,NA,NA
1965,"West",0.0476190476190476,0.0297619047619048,0,0.166666666666667,1.66666666666667,11.0966042154567,3.56547619047619,50.3704288603308,0.196428571428571,NA,NA,NA,NA,NA,NA,NA,NA
1967,"North",0,0,0,0,0,3.5822454308094,0,14.8418853567427,0,NA,NA,NA,NA,NA,NA,NA,NA
1967,"South",0,0,0,0,0,2.36340206185567,0,14.8418853567427,0,NA,NA,NA,NA,NA,NA,NA,NA
1967,"West",0,0,0,0,0,8.89623786407767,0,14.8418853567427,0,NA,NA,NA,NA,NA,NA,NA,NA
1968,"North",0,0,0,0,0,23.3571428571429,0,33.6981432246529,0,NA,NA,NA,NA,NA,NA,NA,NA
1968,"South",0,0,0,0,0,5.72430668841762,0,33.6981432246529,0,NA,NA,NA,NA,NA,NA,NA,NA
1968,"West",0,0,0,0,0,4.61669367909238,0,33.6981432246529,0,NA,NA,NA,NA,NA,NA,NA,NA
1969,"North",0.36,0,0,0,1.34,4.13775510204082,0,22.2826164645063,0.0934065934065934,NA,NA,NA,NA,NA,NA,NA,NA
1969,"South",0.241758241758242,0,0.0879120879120879,0,0.131868131868132,2.61934477379095,0,22.2826164645063,0.0934065934065934,NA,NA,NA,NA,NA,NA,NA,NA
1969,"West",0.153846153846154,0.032967032967033,0.0164835164835165,0.0604395604395604,1.2967032967033,8.43540669856459,3.46153846153846,22.2826164645063,0.0934065934065934,NA,NA,NA,NA,NA,NA,NA,NA
1970,"North",0.0416666666666667,0,0,0,56.125,6.96815286624204,0.0208333333333333,81.5893492430037,1.58895705521472,NA,NA,NA,NA,NA,NA,NA,NA
1970,"South",0.168674698795181,0,0.433734939759036,0,1.55421686746988,5.99041095890411,0.0240963855421687,81.5893492430037,1.58895705521472,NA,NA,NA,NA,NA,NA,NA,NA
1970,"West",0.00613496932515337,0.00613496932515337,0.0245398773006135,1.58282208588957,1.90184049079755,5.63679565512559,2.69325153374233,81.5893492430037,1.58895705521472,NA,NA,NA,NA,NA,NA,NA,NA
1971,"North",0.0588235294117647,0,0.117647058823529,0,1.37254901960784,1.8955223880597,0,30.596631237318,0.616504854368932,NA,NA,NA,NA,NA,NA,NA,NA
1971,"South",0.307692307692308,0,1.08653846153846,0,1.66346153846154,1.98196078431373,0,30.596631237318,0.616504854368932,NA,NA,NA,NA,NA,NA,NA,NA
1971,"West",0.305825242718447,0,0.131067961165049,0.616504854368932,10.2621359223301,5.5687468290208,5.84466019417476,30.596631237318,0.616504854368932,NA,NA,NA,NA,NA,NA,NA,NA
1972,"North",0.567567567567568,0,0.135135135135135,0,89.3243243243243,5.99178082191781,0.243243243243243,111.914837154829,3.86075949367089,NA,NA,NA,NA,NA,NA,NA,NA
1972,"South",0.238095238095238,0,0.285714285714286,0,2.79761904761905,2.98354978354978,0,111.914837154829,3.86075949367089,NA,NA,NA,NA,NA,NA,NA,NA
1972,"West",0.322784810126582,0.0632911392405063,0.0189873417721519,3.79746835443038,0.822784810126582,4.80983302411874,3.37341772151899,111.914837154829,3.86075949367089,NA,NA,NA,NA,NA,NA,NA,NA
1973,"North",0.2,0,0.03125,0,2.224,1.77727272727273,0,17.5628388105904,1.0975633414814,NA,NA,NA,NA,NA,NA,NA,NA
1973,"South",0.774647887323944,0,0.153846153846154,0,1.22727272727273,1.51930758988016,0.253968253968254,17.5628388105904,1.0975633414814,NA,NA,NA,NA,NA,NA,NA,NA
1973,"West",0.151515151515152,0.0247933884297521,0,1.07276995305164,2.55172413793103,5.64313222079589,1.05490196078431,17.5628388105904,1.0975633414814,NA,NA,NA,NA,NA,NA,NA,NA
1974,"North",0.342105263157895,0,0,0,0.333333333333333,0.956989247311828,0,15.3733876304638,0.303448275862069,NA,NA,NA,NA,NA,NA,NA,NA
1974,"South",0.91304347826087,0,0.046875,0,0.953488372093023,1.58506731946144,0,15.3733876304638,0.303448275862069,NA,NA,NA,NA,NA,NA,NA,NA
1974,"West",0.424050632911392,0,0,0.303448275862069,1.79877112135177,4.77982646420824,3.23983739837398,15.3733876304638,0.303448275862069,NA,NA,NA,NA,NA,NA,NA,NA
1975,"North",0.610169491525424,0,0.25,0,0.676923076923077,2.32510288065844,0,15.4099762650752,0.236842105263158,NA,NA,NA,NA,NA,NA,NA,NA
1975,"South",1.15637860082305,0,0.177777777777778,0,0.709923664122137,1.47775423728814,0,15.4099762650752,0.236842105263158,NA,NA,NA,NA,NA,NA,NA,NA
1975,"West",0.730337078651685,0,0.0434782608695652,0.236842105263158,2.07451923076923,5.01189767995241,0.165714285714286,15.4099762650752,0.236842105263158,NA,NA,NA,NA,NA,NA,NA,NA
1976,"North",0.2,0,0,0,64.4375,3.49626865671642,0.0344827586206897,78.4791949525168,2.06887052341598,NA,NA,NA,NA,NA,NA,NA,NA
1976,"South",0.493670886075949,0,0.306666666666667,0,2.10112359550562,1.44,0,78.4791949525168,2.06887052341598,NA,NA,NA,NA,NA,NA,NA,NA
1976,"West",0.0256410256410256,0,0,2.06887052341598,4.17261904761905,1.5878889823381,0.183333333333333,78.4791949525168,2.06887052341598,NA,NA,NA,NA,NA,NA,NA,NA
1977,"North",1.17460317460317,0,0,0.25531914893617,9.77171215880893,5.92462311557789,1.88541666666667,23.9700704848721,2.18302712856266,NA,NA,NA,NA,NA,NA,NA,NA
1977,"South",0.389473684210526,0,0.960629921259843,0,0.913978494623656,1.44166666666667,0,23.9700704848721,2.18302712856266,NA,NA,NA,NA,NA,NA,NA,NA
1977,"West",0.094488188976378,0.0161290322580645,0,1.91157894736842,0.467532467532468,0.803088803088803,0.142857142857143,23.9700704848721,2.18302712856266,NA,NA,NA,NA,NA,NA,NA,NA
1978,"North",2.78991596638655,0,0,0,12.0437158469945,1.59468438538206,0,31.7926496717617,2.52376265466817,NA,NA,NA,NA,NA,NA,NA,NA
1978,"South",1.66836734693878,0,0.426666666666667,0,0.309859154929577,2.24074074074074,0,31.7926496717617,2.52376265466817,NA,NA,NA,NA,NA,NA,NA,NA
1978,"West",0.617977528089888,0.0178571428571429,0.00892857142857143,2.50590551181102,4.52785145888594,5.30774365821095,0.256198347107438,31.7926496717617,2.52376265466817,NA,NA,NA,NA,NA,NA,NA,NA
1979,"North",0.706896551724138,0,0,0,3.29268292682927,0.753086419753086,0,12.4260996809849,1.48978957436633,NA,NA,NA,NA,NA,NA,NA,NA
1979,"South",0.798319327731092,0,0.0476190476190476,0,0.158730158730159,1.09505703422053,0,12.4260996809849,1.48978957436633,NA,NA,NA,NA,NA,NA,NA,NA
1979,"West",0.130769230769231,0.016260162601626,0,1.47352941176471,0.643243243243243,2.67038539553753,2.12931034482759,12.4260996809849,1.48978957436633,NA,NA,NA,NA,NA,NA,NA,NA
1980,"North",0.1,0,0,0,1.89473684210526,0.2,0,10.2041719048734,0.684397163120567,NA,NA,NA,NA,NA,NA,NA,NA
1980,"South",0.493670886075949,0,0,0,0.574468085106383,1.02051282051282,0,10.2041719048734,0.684397163120567,NA,NA,NA,NA,NA,NA,NA,NA
1980,"West",0,0.0833333333333333,0,0.601063829787234,1.39823008849558,2.74601686972821,1.77653631284916,10.2041719048734,0.684397163120567,NA,NA,NA,NA,NA,NA,NA,NA
1981,"North",0.264705882352941,0,0.0625,0,3.44488188976378,1.63508771929825,0.0645161290322581,12.3345823903941,3.50354007363353,NA,NA,NA,NA,NA,NA,NA,NA
1981,"South",0.472972972972973,0,0.129032258064516,0,0.571428571428571,1.16139240506329,0.0169491525423729,12.3345823903941,3.50354007363353,NA,NA,NA,NA,NA,NA,NA,NA
1981,"West",0.0747663551401869,0.0186915887850467,0.0186915887850467,3.48484848484848,1.25855513307985,2.06232813932172,1.09677419354839,12.3345823903941,3.50354007363353,NA,NA,NA,NA,NA,NA,NA,NA
1982,"North",0.551020408163265,0,0.0303030303030303,0,0.682539682539683,1.21804511278195,0,13.2465219748553,0.96822759016361,NA,NA,NA,NA,NA,NA,NA,NA
1982,"South",0.938650306748466,0,0.760330578512397,0,0.1125,1.80442804428044,0,13.2465219748553,0.96822759016361,NA,NA,NA,NA,NA,NA,NA,NA
1982,"West",0.44131455399061,0.349753694581281,0.0365853658536585,0.618473895582329,1.66117969821674,3.19834114677245,1.81128404669261,13.2465219748553,0.96822759016361,NA,NA,NA,NA,NA,NA,NA,NA
1983,"North",0,0,0,0,0,0.0769230769230769,0,7.23690682718076,0.103658536585366,NA,NA,NA,NA,NA,NA,NA,NA
1983,"South",0.773109243697479,0,0.354430379746835,0,0,0.663366336633663,0,7.23690682718076,0.103658536585366,NA,NA,NA,NA,NA,NA,NA,NA
1983,"West",1.13488372093023,0,0.444976076555024,0.103658536585366,0.766187050359712,2.90277777777778,0.120253164556962,7.23690682718076,0.103658536585366,NA,NA,NA,NA,NA,NA,NA,NA
1984,"North",0,0,0,0,0.6,0.807692307692308,0,6.37181238137747,7.72844827586207,NA,NA,NA,NA,NA,NA,NA,NA
1984,"South",0.51063829787234,0,0,0,0.0555555555555556,1.60106382978723,0,6.37181238137747,7.72844827586207,NA,NA,NA,NA,NA,NA,NA,NA
1984,"West",0.27710843373494,0,0.0641025641025641,7.72844827586207,0.556603773584906,1.88606060606061,0.012987012987013,6.37181238137747,7.72844827586207,NA,NA,NA,NA,NA,NA,NA,NA
1985,"North",0.166666666666667,0,0,0,0.962962962962963,0.909090909090909,0.0434782608695652,5.06270753958903,4.9400826446281,NA,NA,NA,NA,NA,NA,NA,NA
1985,"South",0.160714285714286,0,0.0188679245283019,0,0.0566037735849057,0.900763358778626,0,5.06270753958903,4.9400826446281,NA,NA,NA,NA,NA,NA,NA,NA
1985,"West",0.136752136752137,0,0,4.9400826446281,0.0775862068965517,1.4244966442953,0.204724409448819,5.06270753958903,4.9400826446281,NA,NA,NA,NA,NA,NA,NA,NA
1986,"North",0.8125,0,0,0,2.63551401869159,1.66666666666667,0,11.4198136355634,1.15909090909091,NA,NA,NA,NA,NA,NA,NA,NA
1986,"South",0.456140350877193,0,0.0476190476190476,0,0.0930232558139535,2.0085910652921,0,11.4198136355634,1.15909090909091,NA,NA,NA,NA,NA,NA,NA,NA
1986,"West",0.037037037037037,0,0.0123456790123457,1.15909090909091,0.568807339449541,2.67340590979782,0.408163265306122,11.4198136355634,1.15909090909091,NA,NA,NA,NA,NA,NA,NA,NA
1987,"North",0,0.037037037037037,0,0,1.78021978021978,1.34010152284264,1.21212121212121,8.80756852739951,4.84623547525477,NA,NA,NA,NA,NA,NA,NA,NA
1987,"South",0.0178571428571429,0,0.261538461538462,0,0.470588235294118,1.31558935361217,0.0178571428571429,8.80756852739951,4.84623547525477,NA,NA,NA,NA,NA,NA,NA,NA
1987,"West",0,0.0535714285714286,0,4.7556270096463,0.0353982300884956,1.71507607192254,0.641221374045801,8.80756852739951,4.84623547525477,NA,NA,NA,NA,NA,NA,NA,NA
1988,"North",0.138888888888889,0.0277777777777778,0,0,1.47747747747748,1.57738095238095,0.275,6.50686138644073,0.976656384551121,NA,NA,NA,NA,NA,NA,NA,NA
1988,"South",0.329411764705882,0,0,0,0.20253164556962,1.36538461538462,0,6.50686138644073,0.976656384551121,NA,NA,NA,NA,NA,NA,NA,NA
1988,"West",0.0846153846153846,0.0300751879699248,0,0.918803418803419,0.106060606060606,0.758620689655172,0.191489361702128,6.50686138644073,0.976656384551121,NA,NA,NA,NA,NA,NA,NA,NA
1989,"North",0,0,0,0,1.6865671641791,0.652173913043478,1.02325581395349,6.54235538229258,0.721286525974026,NA,NA,NA,NA,NA,NA,NA,NA
1989,"South",0.128205128205128,0,0,0,0.146341463414634,1.11111111111111,0,6.54235538229258,0.721286525974026,NA,NA,NA,NA,NA,NA,NA,NA
1989,"West",0.025974025974026,0.025974025974026,0,0.6953125,0.306818181818182,1.18604651162791,0.275862068965517,6.54235538229258,0.721286525974026,NA,NA,NA,NA,NA,NA,NA,NA
1990,"North",0.0333333333333333,0,0,0,1.02272727272727,1.42696629213483,0.1,5.87764157808848,0.673012576439368,NA,NA,NA,NA,NA,NA,NA,NA
1990,"South",0,0,0.0727272727272727,0,0.206896551724138,1.48502994011976,0,5.87764157808848,0.673012576439368,NA,NA,NA,NA,NA,NA,NA,NA
1990,"West",0.00934579439252336,0.0186915887850467,0,0.654320987654321,0.169491525423729,1.35112359550562,0,5.87764157808848,0.673012576439368,NA,NA,NA,NA,NA,NA,NA,NA
1991,"North",0.0555555555555556,0.0277777777777778,0,0,2.27624309392265,1.17241379310345,0.0833333333333333,6.12556195555891,0.812333261230081,NA,NA,NA,NA,NA,NA,NA,NA
1991,"South",0.12,0,0,0,0.256410256410256,1.04694835680751,0.0138888888888889,6.12556195555891,0.812333261230081,NA,NA,NA,NA,NA,NA,NA,NA
1991,"West",0.037593984962406,0.0671641791044776,0,0.717391304347826,0.0970149253731343,0.921383647798742,0.0447761194029851,6.12556195555891,0.812333261230081,NA,NA,NA,NA,NA,NA,NA,NA
1992,"North",0,0,0,0,1.46753246753247,1.14074074074074,0.147058823529412,9.91108234694486,2.44108309990663,NA,NA,NA,NA,NA,NA,NA,NA
1992,"South",0.333333333333333,0,3.49152542372881,0,0.253521126760563,1.30120481927711,0.0158730158730159,9.91108234694486,2.44108309990663,NA,NA,NA,NA,NA,NA,NA,NA
1992,"West",0,0.0158730158730159,0,2.42521008403361,0.198529411764706,1.53001715265866,0.0317460317460317,9.91108234694486,2.44108309990663,NA,NA,NA,NA,NA,NA,NA,NA
1993,"North",0.289473684210526,0,0,0,2.15315315315315,1.1140350877193,0,10.4413253484922,0.443037974683544,NA,NA,NA,NA,NA,NA,NA,NA
1993,"South",0.263888888888889,0,0.0952380952380952,0,0.217391304347826,1.76293103448276,0.0161290322580645,10.4413253484922,0.443037974683544,NA,NA,NA,NA,NA,NA,NA,NA
1993,"West",0.798780487804878,0,0.024390243902439,0.443037974683544,1.2370820668693,2.24402606806662,0.224806201550388,10.4413253484922,0.443037974683544,NA,NA,NA,NA,NA,NA,NA,NA
1994,"North",0.0238095238095238,0,0,0,2.65400843881857,1.71604938271605,0.0714285714285714,8.91042648482155,0.633505917159763,NA,NA,NA,NA,NA,NA,NA,NA
1994,"South",0.0394736842105263,0,0.0769230769230769,0,0.481132075471698,1.29398148148148,0.0133333333333333,8.91042648482155,0.633505917159763,NA,NA,NA,NA,NA,NA,NA,NA
1994,"West",0.0246913580246914,0.0710059171597633,0,0.5625,1.29900332225914,1.13732394366197,0.0792682926829268,8.91042648482155,0.633505917159763,NA,NA,NA,NA,NA,NA,NA,NA
1995,"North",0.351851851851852,0,0.39622641509434,0,0.738636363636364,0.646153846153846,0.0465116279069767,10.4115056827719,0.0759422252313248,NA,NA,NA,NA,NA,NA,NA,NA
1995,"South",0.49618320610687,0,0.311926605504587,0,0.0104166666666667,0.855614973262032,0,10.4115056827719,0.0759422252313248,NA,NA,NA,NA,NA,NA,NA,NA
1995,"West",0.811594202898551,0.0238095238095238,0.469230769230769,0.0521327014218009,0.959758551307847,3.04135893648449,1.27604166666667,10.4115056827719,0.0759422252313248,NA,NA,NA,NA,NA,NA,NA,NA
1996,"North",0.4,0,0,0,1.33628318584071,0.53125,0.12,9.14759863730595,0.0841121495327103,NA,NA,NA,NA,NA,NA,NA,NA
1996,"South",0.290909090909091,0,0.363636363636364,0,0.0851063829787234,0.474576271186441,0,9.14759863730595,0.0841121495327103,NA,NA,NA,NA,NA,NA,NA,NA
1996,"West",0.60625,0,0.283333333333333,0.0841121495327103,1.40920716112532,1.29446064139942,1.95258620689655,9.14759863730595,0.0841121495327103,NA,NA,NA,NA,NA,NA,NA,NA
1997,"North",0.230769230769231,0,0.738095238095238,0,1.48101265822785,0.842105263157895,0,8.07312220925736,1.76462551235871,NA,NA,NA,NA,NA,NA,NA,NA
1997,"South",0.25,0,1.83333333333333,0,0.0512820512820513,0.576271186440678,0,8.07312220925736,1.76462551235871,NA,NA,NA,NA,NA,NA,NA,NA
1997,"West",0,0.0120481927710843,0,1.75257731958763,0.784172661870504,1.03333333333333,0.252747252747253,8.07312220925736,1.76462551235871,NA,NA,NA,NA,NA,NA,NA,NA
1998,"North",0.866666666666667,0,0.134615384615385,0,0.0980392156862745,0.345454545454545,0,6.97274167087147,0.0338164251207729,NA,NA,NA,NA,NA,NA,NA,NA
1998,"South",0.0449438202247191,0,0.560606060606061,0,0.0112359550561798,0.521739130434783,0,6.97274167087147,0.0338164251207729,NA,NA,NA,NA,NA,NA,NA,NA
1998,"West",0.789757412398922,0,0.747282608695652,0.0338164251207729,0.870886075949367,1.43512304250559,0.54639175257732,6.97274167087147,0.0338164251207729,NA,NA,NA,NA,NA,NA,NA,NA
1999,"North",0.131578947368421,0,0.189189189189189,0,1.23648648648649,0.588235294117647,0,7.37667981800173,0.201438848920863,NA,NA,NA,NA,NA,NA,NA,NA
1999,"South",0,0,0.342857142857143,0,0.15625,0.704081632653061,0,7.37667981800173,0.201438848920863,NA,NA,NA,NA,NA,NA,NA,NA
1999,"West",0.0775193798449612,0,0.0461538461538462,0.201438848920863,1.39918533604888,1.05919661733615,1.44594594594595,7.37667981800173,0.201438848920863,NA,NA,NA,NA,NA,NA,NA,NA
2000,"North",0.829268292682927,0,0,0,1.42986425339367,1.15606936416185,0.277777777777778,9.91735673268388,0.165457283680175,NA,NA,NA,NA,NA,NA,NA,NA
2000,"South",0.177215189873418,0,0.0563380281690141,0,0.1,0.843373493975904,0,9.91735673268388,0.165457283680175,NA,NA,NA,NA,NA,NA,NA,NA
2000,"West",0.131428571428571,0.0120481927710843,0.0239520958083832,0.153409090909091,1.0735632183908,1.71870604781997,2.0998003992016,9.91735673268388,0.165457283680175,NA,NA,NA,NA,NA,NA,NA,NA
2001,"North",0.173076923076923,0,0.457627118644068,0,1.35785953177258,1.80717488789238,0.1,8.47064614932671,0.408805031446541,NA,NA,NA,NA,NA,NA,NA,NA
2001,"South",0.213483146067416,0,1.18407960199005,0,0.340425531914894,1.0880829015544,0.0123456790123457,8.47064614932671,0.408805031446541,NA,NA,NA,NA,NA,NA,NA,NA
2001,"West",0.016,0,0,0.408805031446541,0.348993288590604,1.03597122302158,0.335526315789474,8.47064614932671,0.408805031446541,NA,NA,NA,NA,NA,NA,NA,NA
2002,"North",0.0178571428571429,0,0.087719298245614,0,1.45228215767635,0.470588235294118,1.24137931034483,8.13644936286241,0.318187235564031,NA,NA,NA,NA,NA,NA,NA,NA
2002,"South",0.0315789473684211,0,2.09356725146199,0,0.0707070707070707,0.645833333333333,0.0105263157894737,8.13644936286241,0.318187235564031,NA,NA,NA,NA,NA,NA,NA,NA
2002,"West",0,0.0346820809248555,0.00581395348837209,0.283505154639175,0.45531914893617,0.512396694214876,1.04088050314465,8.13644936286241,0.318187235564031,NA,NA,NA,NA,NA,NA,NA,NA
2003,"North",0.3625,0,0.0461538461538462,0,0.806201550387597,2.52380952380952,0,8.3025102629074,0.131886087768441,NA,NA,NA,NA,NA,NA,NA,NA
2003,"South",0.128440366972477,0,0.157407407407407,0,0.0485436893203883,0.548611111111111,0,8.3025102629074,0.131886087768441,NA,NA,NA,NA,NA,NA,NA,NA
2003,"West",0.797843665768194,0.0168067226890756,0.0168067226890756,0.115079365079365,0.623978201634877,1.92435703479576,0.317857142857143,8.3025102629074,0.131886087768441,NA,NA,NA,NA,NA,NA,NA,NA
2004,"North",0.0153846153846154,0,0.0615384615384615,0,0.991452991452991,0.505494505494505,0.357142857142857,3.92911522772194,0.0600858369098712,NA,NA,NA,NA,NA,NA,NA,NA
2004,"South",0.0594059405940594,0,0.744827586206896,0,0,0.18018018018018,0,3.92911522772194,0.0600858369098712,NA,NA,NA,NA,NA,NA,NA,NA
2004,"West",0.00862068965517241,0.0300429184549356,0.00862068965517241,0.0300429184549356,0.277566539923954,0.378378378378378,0.340501792114695,3.92911522772194,0.0600858369098712,NA,NA,NA,NA,NA,NA,NA,NA
2005,"North",0.0952380952380952,0,0.0317460317460317,0.0317460317460317,0.166666666666667,0.55952380952381,0,2.81406781702984,0.0972482151521453,NA,NA,NA,NA,NA,NA,NA,NA
2005,"South",0.0210526315789474,0,0.0212765957446809,0,0,0.103092783505155,0,2.81406781702984,0.0972482151521453,NA,NA,NA,NA,NA,NA,NA,NA
2005,"West",0.336996336996337,0,0.00888888888888889,0.0655021834061135,0.378472222222222,0.923766816143498,0.16734693877551,2.81406781702984,0.0972482151521453,NA,NA,NA,NA,NA,NA,NA,NA
2006,"North",0.0172413793103448,0,0.11864406779661,0,0.101694915254237,0.380281690140845,0.0344827586206897,3.68714633887714,0.0176991150442478,NA,NA,NA,NA,NA,NA,NA,NA
2006,"South",0,0,0,0,0,0.0227272727272727,0,3.68714633887714,0.0176991150442478,NA,NA,NA,NA,NA,NA,NA,NA
2006,"West",0.373626373626374,0,0.352941176470588,0.0176991150442478,0.26953125,1.57352941176471,0.442446043165468,3.68714633887714,0.0176991150442478,NA,NA,NA,NA,NA,NA,NA,NA
2007,"North",0,0,0.0819672131147541,0,0.301369863013699,0.586666666666667,0,1.64998170955904,0.0986547085201794,NA,NA,NA,NA,NA,NA,NA,NA
2007,"South",0.0408163265306122,0,0.0412371134020619,0,0,0.11,0,1.64998170955904,0.0986547085201794,NA,NA,NA,NA,NA,NA,NA,NA
2007,"West",0,0,0,0.0986547085201794,0.14410480349345,0.325301204819277,0.0185185185185185,1.64998170955904,0.0986547085201794,NA,NA,NA,NA,NA,NA,NA,NA
2008,"North",0.015625,0,0,0,0.477272727272727,0.764150943396226,0.571428571428571,4.85205310794735,1.67558872731952,NA,NA,NA,NA,NA,NA,NA,NA
2008,"South",0,0,0.0727272727272727,0,0.036036036036036,0.81858407079646,0.144067796610169,4.85205310794735,1.67558872731952,NA,NA,NA,NA,NA,NA,NA,NA
2008,"West",0,1.0440097799511,0.00421940928270042,0.631578947368421,0.141732283464567,0.496894409937888,1.30931458699473,4.85205310794735,1.67558872731952,NA,NA,NA,NA,NA,NA,NA,NA
2009,"North",0.015625,0,0.0307692307692308,0,0.267605633802817,0.704761904761905,0.2,2.85829149998435,0.939768001169295,NA,NA,NA,NA,NA,NA,NA,NA
2009,"South",0,0,0.0108695652173913,0,0.0217391304347826,0.317757009345794,0.0108695652173913,2.85829149998435,0.939768001169295,NA,NA,NA,NA,NA,NA,NA,NA
2009,"West",0.0504201680672269,0.0171673819742489,0.00854700854700855,0.922600619195046,0.11522633744856,0.555205047318612,0.548895899053628,2.85829149998435,0.939768001169295,NA,NA,NA,NA,NA,NA,NA,NA
2010,"North",0.0163934426229508,0.0163934426229508,0,0,0.145161290322581,0.271428571428571,0,2.54569894573749,1.12427726005034,NA,NA,NA,NA,NA,NA,NA,NA
2010,"South",0,0,0,0,0.0104166666666667,0.229357798165138,0,2.54569894573749,1.12427726005034,NA,NA,NA,NA,NA,NA,NA,NA
2010,"West",0.0170940170940171,0.107883817427386,0.00429184549356223,1,0.584615384615385,1.09893992932862,0.168,2.54569894573749,1.12427726005034,NA,NA,NA,NA,NA,NA,NA,NA
