ID,SampleDate,Station,SpeciesCode,SizeGroup,Sex,Size,Gear,SpeciesName,a,b,Biomass
1359851,1/17/2019 0:00:00,32,Gd,All,g,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1359852,1/17/2019 0:00:00,32,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1359853,1/17/2019 0:00:00,32,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1359854,1/17/2019 0:00:00,32,Gd,All,NR,10,5,Gammarus daiberi,7.4e-6,3.275,0.013939003262224522
1359855,1/17/2019 0:00:00,32,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1359856,1/17/2019 0:00:00,32,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1359857,1/17/2019 0:00:00,32,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1359858,1/17/2019 0:00:00,32,Gd,All,g,7,5,Gammarus daiberi,7.4e-6,3.275,0.0043343881542546175
1359859,1/17/2019 0:00:00,32,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1359860,1/17/2019 0:00:00,32,Gd,All,NR,9,5,Gammarus daiberi,7.4e-6,3.275,0.009871336079397369
1359861,1/17/2019 0:00:00,32,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1359862,1/17/2019 0:00:00,32,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1359863,1/17/2019 0:00:00,32,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1359864,1/17/2019 0:00:00,32,Gd,All,NR,7,5,Gammarus daiberi,7.4e-6,3.275,0.0043343881542546175
1359865,1/17/2019 0:00:00,32,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1359866,1/17/2019 0:00:00,32,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1359867,1/17/2019 0:00:00,32,Gd,All,g,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1359868,1/17/2019 0:00:00,32,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1359870,1/17/2019 0:00:00,32,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1359886,1/17/2019 0:00:00,32,Gd,All,NR,9,5,Gammarus daiberi,7.4e-6,3.275,0.009871336079397369
1359887,1/17/2019 0:00:00,32,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1359888,1/17/2019 0:00:00,32,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1359889,1/17/2019 0:00:00,32,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1359913,1/17/2019 0:00:00,32,Cor,All,NR,2,5,Sinocorophium sp.,2.5e-5,2.641,1.5594096852226467e-4
1359916,1/17/2019 0:00:00,32,Cor,All,NR,3,5,Sinocorophium sp.,2.5e-5,2.641,4.550061244730448e-4
1360017,1/15/2019 0:00:00,92,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360018,1/15/2019 0:00:00,92,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1360019,1/15/2019 0:00:00,92,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360020,1/15/2019 0:00:00,92,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1360021,1/15/2019 0:00:00,92,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360022,1/15/2019 0:00:00,92,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360023,1/15/2019 0:00:00,92,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360024,1/15/2019 0:00:00,92,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360025,1/15/2019 0:00:00,92,Gd,All,NR,11,5,Gammarus daiberi,7.4e-6,3.275,0.019045516882830613
1360026,1/15/2019 0:00:00,92,Gd,All,NR,10,5,Gammarus daiberi,7.4e-6,3.275,0.013939003262224522
1360027,1/15/2019 0:00:00,92,Gd,All,NR,9,5,Gammarus daiberi,7.4e-6,3.275,0.009871336079397369
1360028,1/15/2019 0:00:00,92,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1360029,1/15/2019 0:00:00,92,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1360030,1/15/2019 0:00:00,92,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360031,1/15/2019 0:00:00,92,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360032,1/15/2019 0:00:00,92,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360033,1/15/2019 0:00:00,92,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1360034,1/15/2019 0:00:00,92,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360035,1/15/2019 0:00:00,92,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360036,1/15/2019 0:00:00,92,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360037,1/10/2019 0:00:00,64,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1360038,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360039,1/10/2019 0:00:00,64,Gd,All,NR,10,5,Gammarus daiberi,7.4e-6,3.275,0.013939003262224522
1360040,1/10/2019 0:00:00,64,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1360041,1/10/2019 0:00:00,64,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360042,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360043,1/10/2019 0:00:00,64,Gd,All,NR,7,5,Gammarus daiberi,7.4e-6,3.275,0.0043343881542546175
1360044,1/15/2019 0:00:00,92,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1360045,1/15/2019 0:00:00,92,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360046,1/15/2019 0:00:00,92,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360047,1/10/2019 0:00:00,64,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1360048,1/15/2019 0:00:00,92,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1360049,1/10/2019 0:00:00,64,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360050,1/10/2019 0:00:00,64,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1360051,1/15/2019 0:00:00,92,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360052,1/15/2019 0:00:00,92,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360053,1/15/2019 0:00:00,92,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1360054,1/10/2019 0:00:00,64,Gd,All,NR,7,5,Gammarus daiberi,7.4e-6,3.275,0.0043343881542546175
1360055,1/10/2019 0:00:00,64,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360056,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360057,1/10/2019 0:00:00,64,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1360058,1/15/2019 0:00:00,92,Asp,All,ng,4,5,Americorophium spinicorne,2.2e-5,2.826,0.001106226903467953
1360059,1/15/2019 0:00:00,92,Asp,All,m,4,5,Americorophium spinicorne,2.2e-5,2.826,0.001106226903467953
1360060,1/10/2019 0:00:00,64,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1360061,1/10/2019 0:00:00,64,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1360062,1/10/2019 0:00:00,64,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1360063,1/10/2019 0:00:00,64,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360064,1/10/2019 0:00:00,64,Gd,All,NR,10,5,Gammarus daiberi,7.4e-6,3.275,0.013939003262224522
1360065,1/10/2019 0:00:00,64,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1360066,1/10/2019 0:00:00,64,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360067,1/10/2019 0:00:00,64,Gd,All,g,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1360068,1/10/2019 0:00:00,64,Gd,All,NR,5,5,Gammarus daiberi,7.4e-6,3.275,0.0014399867101022566
1360069,1/10/2019 0:00:00,64,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1360070,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360071,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360072,1/10/2019 0:00:00,64,Gd,All,NR,7,5,Gammarus daiberi,7.4e-6,3.275,0.0043343881542546175
1360073,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360074,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360075,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360076,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360077,1/10/2019 0:00:00,64,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1360078,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360079,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360080,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360081,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360082,1/10/2019 0:00:00,64,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1360083,1/10/2019 0:00:00,64,Gd,All,NR,7,5,Gammarus daiberi,7.4e-6,3.275,0.0043343881542546175
1360084,1/10/2019 0:00:00,64,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360085,1/10/2019 0:00:00,64,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
1360086,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360087,1/10/2019 0:00:00,64,Gd,All,NR,7,5,Gammarus daiberi,7.4e-6,3.275,0.0043343881542546175
1360088,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360089,1/10/2019 0:00:00,64,Gd,All,NR,5,5,Gammarus daiberi,7.4e-6,3.275,0.0014399867101022566
1360090,1/10/2019 0:00:00,64,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360091,1/10/2019 0:00:00,64,Gd,All,NR,7,5,Gammarus daiberi,7.4e-6,3.275,0.0043343881542546175
1360092,1/10/2019 0:00:00,64,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1360093,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360094,1/10/2019 0:00:00,64,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360095,1/10/2019 0:00:00,64,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1360106,1/16/2019 0:00:00,48,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1360107,1/16/2019 0:00:00,48,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360111,1/16/2019 0:00:00,48,Ast,All,NR,2,5,Americorophium stimpsoni,4.43e-5,2.203,2.0397305786327952e-4
1360112,1/10/2019 0:00:00,64,Cra,All,NR,2,5,Crangonyx sp.,9.3e-6,3.284,9.058691178852617e-5
1360113,1/10/2019 0:00:00,64,Cra,All,NR,4,5,Crangonyx sp.,9.3e-6,3.284,8.823643642346473e-4
1360114,1/10/2019 0:00:00,64,Cra,All,NR,6,5,Crangonyx sp.,9.3e-6,3.284,0.0033414245168788886
1360115,1/10/2019 0:00:00,64,Cra,All,NR,4,5,Crangonyx sp.,9.3e-6,3.284,8.823643642346473e-4
1360116,1/10/2019 0:00:00,64,Cra,All,NR,4,5,Crangonyx sp.,9.3e-6,3.284,8.823643642346473e-4
1360117,1/15/2019 0:00:00,86,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360118,1/15/2019 0:00:00,86,Gd,All,NR,8,5,Gammarus daiberi,7.4e-6,3.275,0.006711991952750047
1360119,1/15/2019 0:00:00,86,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1360120,1/15/2019 0:00:00,86,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360121,1/15/2019 0:00:00,86,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360122,1/15/2019 0:00:00,86,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360123,1/15/2019 0:00:00,86,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360124,1/15/2019 0:00:00,86,Gd,All,NR,3,5,Gammarus daiberi,7.4e-6,3.275,2.702737260399918e-4
1360125,1/15/2019 0:00:00,86,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360126,1/15/2019 0:00:00,86,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360127,1/15/2019 0:00:00,86,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360128,1/15/2019 0:00:00,86,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360129,1/15/2019 0:00:00,86,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360130,1/15/2019 0:00:00,86,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360131,1/15/2019 0:00:00,86,Gd,All,NR,2,5,Gammarus daiberi,7.4e-6,3.275,7.163165008178213e-5
1360132,1/15/2019 0:00:00,86,Gd,All,NR,5,5,Gammarus daiberi,7.4e-6,3.275,0.0014399867101022566
1360133,1/15/2019 0:00:00,86,Gd,All,NR,4,5,Gammarus daiberi,7.4e-6,3.275,6.933909855998482e-4
1360134,1/15/2019 0:00:00,86,Gd,All,NR,6,5,Gammarus daiberi,7.4e-6,3.275,0.0026162368878373155
